ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Montsoreau,1813.0,1059.0,2509.0,2264.0,1048.0,4528.0,9.6,8.1,11.0,,,,https://www.meilleursagents.com/prix-immobilier/montsoreau-49730/,49219
Morannes-sur-Sarthe,1955.0,1127.0,3826.0,1608.0,643.0,2908.0,12.1,8.7,17.6,10.2,8.0,13.3,https://www.meilleursagents.com/prix-immobilier/chemire-sur-sarthe-49640/,49220
Daumeray,2033.0,1537.0,2675.0,1938.0,775.0,3436.0,11.3,8.0,20.0,9.5,6.9,13.9,https://www.meilleursagents.com/prix-immobilier/daumeray-49640/,49220
Morannes-sur-Sarthe,1955.0,1127.0,3826.0,1608.0,643.0,2908.0,12.1,8.7,17.6,10.2,8.0,13.3,https://www.meilleursagents.com/prix-immobilier/morannes-sur-sarthe-49640/,49220
Mouliherne,1599.0,1026.0,2186.0,1370.0,548.0,2317.0,9.1,5.7,16.4,9.6,7.4,12.1,https://www.meilleursagents.com/prix-immobilier/mouliherne-49390/,49221
Mozé-sur-Louet,2840.0,1910.0,3750.0,2744.0,1117.0,4038.0,11.7,8.5,17.5,10.9,8.3,14.7,https://www.meilleursagents.com/prix-immobilier/moze-sur-louet-49610/,49222
Mûrs-Erigné,2857.0,1976.0,3814.0,2988.0,1691.0,4448.0,13.0,10.0,23.4,13.4,9.6,18.0,https://www.meilleursagents.com/prix-immobilier/murs-erigne-49610/,49223
Neuillé,1586.0,1128.0,3173.0,1966.0,834.0,3075.0,10.1,5.7,16.3,9.9,6.3,14.2,https://www.meilleursagents.com/prix-immobilier/neuille-49680/,49224
Parçay-les-Pins,1557.0,1002.0,2139.0,1318.0,527.0,2481.0,9.6,6.0,13.8,9.5,7.3,13.8,https://www.meilleursagents.com/prix-immobilier/parcay-les-pins-49390/,49228
Auverse,1870.0,1106.0,3740.0,1191.0,476.0,2382.0,9.1,5.0,16.4,9.6,7.5,12.5,https://www.meilleursagents.com/prix-immobilier/auverse-49490/,49228
Breil,1556.0,1002.0,2138.0,1350.0,540.0,2695.0,9.2,5.8,16.6,9.9,7.7,12.8,https://www.meilleursagents.com/prix-immobilier/breil-49490/,49228
Broc,1501.0,1108.0,3003.0,1565.0,701.0,3129.0,9.1,5.7,16.4,9.7,7.0,11.7,https://www.meilleursagents.com/prix-immobilier/broc-49490/,49228
Chalonnes-sous-le-Lude,2494.0,1718.0,3174.0,1841.0,736.0,3682.0,10.8,8.3,14.3,11.2,8.6,15.3,https://www.meilleursagents.com/prix-immobilier/chalonnes-sous-le-lude-49490/,49228
Chavaignes,1588.0,1021.0,2174.0,1348.0,539.0,2696.0,12.9,8.4,22.7,11.2,8.1,15.2,https://www.meilleursagents.com/prix-immobilier/chavaignes-49490/,49228
Chigné,1769.0,1092.0,3537.0,1402.0,561.0,2505.0,9.5,6.6,16.2,9.9,7.2,12.6,https://www.meilleursagents.com/prix-immobilier/chigne-49490/,49228
Dénezé-sous-le-Lude,1785.0,1091.0,3570.0,1502.0,601.0,3004.0,9.7,6.6,15.4,10.0,7.9,13.2,https://www.meilleursagents.com/prix-immobilier/deneze-sous-le-lude-49490/,49228
Genneteil,1606.0,989.0,2237.0,1410.0,564.0,2820.0,10.3,7.6,16.2,10.2,8.4,13.7,https://www.meilleursagents.com/prix-immobilier/genneteil-49490/,49228
Lasse,2026.0,1041.0,4051.0,1254.0,502.0,2509.0,9.1,6.1,16.4,9.6,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/lasse-49490/,49228
Linières-Bouton,2234.0,1424.0,2856.0,1903.0,819.0,3806.0,12.9,8.4,22.7,11.2,8.1,15.2,https://www.meilleursagents.com/prix-immobilier/linieres-bouton-49490/,49228
Meigné-le-Vicomte,1488.0,1118.0,2976.0,1274.0,510.0,2168.0,9.5,6.5,15.2,10.4,8.2,13.8,https://www.meilleursagents.com/prix-immobilier/meigne-le-vicomte-49490/,49228
Méon,1569.0,1009.0,2152.0,1250.0,500.0,2085.0,9.2,5.8,16.6,10.4,7.5,12.6,https://www.meilleursagents.com/prix-immobilier/meon-49490/,49228
Noyant,1808.0,1085.0,3615.0,1238.0,495.0,2322.0,9.2,5.7,16.5,10.4,7.5,12.6,https://www.meilleursagents.com/prix-immobilier/noyant-49490/,49228
Nuaillé,2502.0,1990.0,3336.0,2095.0,838.0,3131.0,11.9,8.1,18.9,9.8,6.6,12.4,https://www.meilleursagents.com/prix-immobilier/nuaille-49340/,49231
Parnay,1812.0,1065.0,2535.0,2104.0,1086.0,3784.0,10.2,6.8,14.7,10.2,8.6,13.5,https://www.meilleursagents.com/prix-immobilier/parnay-49730/,49235
Passavant-sur-Layon,1691.0,939.0,2479.0,1403.0,561.0,2567.0,12.9,8.4,22.7,11.2,8.1,15.2,https://www.meilleursagents.com/prix-immobilier/passavant-sur-layon-49560/,49236
La Pellerine,1564.0,1006.0,2146.0,1244.0,502.0,2212.0,9.2,5.7,16.5,9.6,6.9,12.4,https://www.meilleursagents.com/prix-immobilier/la-pellerine-49490/,49237
La Plaine,2568.0,2020.0,3048.0,1586.0,634.0,2685.0,11.4,8.2,19.3,10.2,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/la-plaine-49360/,49240
Le Plessis-Grammoire,2401.0,1547.0,3516.0,2868.0,1217.0,4300.0,12.8,9.6,19.6,12.0,8.3,15.8,https://www.meilleursagents.com/prix-immobilier/le-plessis-grammoire-49124/,49241
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/botz-en-mauges-49110/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/bourgneuf-en-mauges-49290/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/saint-laurent-de-la-plaine-49290/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/beausse-49410/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/le-marillais-49410/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/le-mesnil-en-vallee-49410/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/saint-florent-le-vieil-49410/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/saint-laurent-du-mottay-49410/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/montjean-sur-loire-49570/,49244
Mauges-sur-Loire,1766.0,750.0,2569.0,1942.0,777.0,3252.0,10.1,6.5,16.5,9.9,6.9,13.3,https://www.meilleursagents.com/prix-immobilier/la-pommeraye-49620/,49244
Les Ponts-de-Cé,2882.0,1614.0,4404.0,3078.0,1549.0,4739.0,13.6,9.7,24.5,14.1,9.0,19.0,https://www.meilleursagents.com/prix-immobilier/les-ponts-de-ce-49130/,49246
Sorges,2882.0,1614.0,4404.0,3078.0,1549.0,4739.0,13.6,9.7,24.5,14.1,9.0,19.0,https://www.meilleursagents.com/prix-immobilier/sorges-49130/,49246
La Possonnière,2716.0,1726.0,4042.0,2814.0,1371.0,4483.0,11.2,7.6,17.0,11.3,8.6,16.6,https://www.meilleursagents.com/prix-immobilier/la-possonniere-49170/,49247
Chazé-Henry,1827.0,877.0,3208.0,1145.0,458.0,2289.0,9.7,6.4,15.2,8.8,6.3,11.3,https://www.meilleursagents.com/prix-immobilier/chaze-henry-49420/,49248
La Chapelle-Hullin,1839.0,906.0,3369.0,1462.0,587.0,2328.0,10.0,6.5,16.0,9.0,6.6,12.7,https://www.meilleursagents.com/prix-immobilier/la-chapelle-hullin-49420/,49248
La Prévière,1795.0,838.0,2944.0,1637.0,655.0,2761.0,11.0,6.1,19.8,9.0,6.1,11.4,https://www.meilleursagents.com/prix-immobilier/la-previere-49420/,49248
Pouancé,1634.0,922.0,2293.0,1439.0,575.0,2877.0,9.4,5.3,16.0,10.1,7.4,13.0,https://www.meilleursagents.com/prix-immobilier/pouance-49420/,49248
Saint-Michel-et-Chanveaux,1797.0,840.0,2967.0,1473.0,589.0,2810.0,10.0,6.9,15.6,9.5,7.4,14.0,https://www.meilleursagents.com/prix-immobilier/saint-michel-et-chanveaux-49420/,49248
Vergonnes,2500.0,1668.0,3473.0,1342.0,537.0,2684.0,10.4,8.4,14.6,10.3,7.0,12.0,https://www.meilleursagents.com/prix-immobilier/vergonnes-49420/,49248
Bel Air,1799.0,910.0,3027.0,1482.0,593.0,2711.0,9.5,6.7,15.7,9.6,7.1,12.1,https://www.meilleursagents.com/prix-immobilier/bel-air-49520/,49248
Combrée,1799.0,910.0,3027.0,1482.0,593.0,2711.0,9.5,6.7,15.7,9.6,7.1,12.1,https://www.meilleursagents.com/prix-immobilier/combree-49520/,49248
Grugé-l'Hôpital,1826.0,910.0,3328.0,1465.0,600.0,2608.0,10.2,5.8,17.9,9.5,6.7,12.9,https://www.meilleursagents.com/prix-immobilier/gruge-l-hopital-49520/,49248
Le Tremblay,1791.0,858.0,3079.0,1605.0,642.0,3210.0,10.1,6.8,16.0,9.2,6.7,11.5,https://www.meilleursagents.com/prix-immobilier/le-tremblay-49520/,49248
Noëllet,1789.0,861.0,3070.0,1517.0,607.0,3033.0,10.6,5.9,19.2,9.0,5.9,11.8,https://www.meilleursagents.com/prix-immobilier/noellet-49520/,49248
Le Puy-Notre-Dame,1566.0,1166.0,2304.0,1435.0,574.0,2628.0,9.7,6.4,14.9,9.5,7.0,12.8,https://www.meilleursagents.com/prix-immobilier/le-puy-notre-dame-49260/,49253
Les Rairies,1881.0,895.0,2259.0,1765.0,779.0,3224.0,9.1,6.3,16.4,9.6,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/les-rairies-49430/,49257
Rochefort-sur-Loire,2798.0,1825.0,3858.0,2472.0,989.0,4056.0,12.4,9.4,17.0,12.0,9.1,16.3,https://www.meilleursagents.com/prix-immobilier/rochefort-sur-loire-49190/,49259
La Romagne,2385.0,1883.0,3217.0,2045.0,818.0,2977.0,10.1,7.3,17.7,9.8,6.6,12.6,https://www.meilleursagents.com/prix-immobilier/la-romagne-49740/,49260
Saint-Martin-de-la-Place,2041.0,1204.0,4083.0,1843.0,768.0,3434.0,11.4,8.6,15.0,10.1,8.3,13.0,https://www.meilleursagents.com/prix-immobilier/saint-martin-de-la-place-49160/,49261
Gennes-Val de Loire,2164.0,1261.0,4329.0,2127.0,851.0,3978.0,11.0,7.4,19.2,10.1,8.3,14.9,https://www.meilleursagents.com/prix-immobilier/grezille-49320/,49261
Gennes-Val de Loire,2164.0,1261.0,4329.0,2127.0,851.0,3978.0,11.0,7.4,19.2,10.1,8.3,14.9,https://www.meilleursagents.com/prix-immobilier/gennes-49350/,49261
Les Rosiers-sur-Loire,2256.0,1287.0,4512.0,2143.0,857.0,3510.0,11.5,7.4,20.7,10.8,8.9,16.2,https://www.meilleursagents.com/prix-immobilier/les-rosiers-sur-loire-49350/,49261
Gennes-Val de Loire,2164.0,1261.0,4329.0,2127.0,851.0,3978.0,11.0,7.4,19.2,10.1,8.3,14.9,https://www.meilleursagents.com/prix-immobilier/le-thoureil-49350/,49261
Gennes-Val de Loire,2164.0,1261.0,4329.0,2127.0,851.0,3978.0,11.0,7.4,19.2,10.1,8.3,14.9,https://www.meilleursagents.com/prix-immobilier/saint-georges-des-sept-voies-49350/,49261
Treves Cunault,2164.0,1261.0,4329.0,2127.0,851.0,3978.0,11.0,7.4,19.2,10.1,8.3,14.9,https://www.meilleursagents.com/prix-immobilier/treves-cunault-49350/,49261
Rou-Marson,1610.0,1161.0,3220.0,2168.0,867.0,3429.0,11.7,8.4,17.9,10.8,8.8,14.6,https://www.meilleursagents.com/prix-immobilier/rou-marson-49400/,49262
Saint-Augustin-des-Bois,2476.0,1105.0,3823.0,2384.0,954.0,3446.0,10.7,8.3,16.6,11.0,7.8,16.5,https://www.meilleursagents.com/prix-immobilier/saint-augustin-des-bois-49170/,49266
Saint-Christophe-du-Bois,2502.0,2012.0,3258.0,2258.0,1142.0,3064.0,12.5,9.4,18.6,10.9,7.8,13.7,https://www.meilleursagents.com/prix-immobilier/saint-christophe-du-bois-49280/,49269
Saint-Clément-de-la-Place,3044.0,2032.0,4096.0,2630.0,1052.0,4000.0,10.4,8.4,14.8,12.6,9.1,19.0,https://www.meilleursagents.com/prix-immobilier/saint-clement-de-la-place-49370/,49271
Saint-Clément-des-Levées,2101.0,1219.0,4203.0,1911.0,765.0,3210.0,9.5,6.8,17.2,9.8,7.1,12.4,https://www.meilleursagents.com/prix-immobilier/saint-clement-des-levees-49350/,49272
Sainte-Gemmes-sur-Loire,2760.0,1574.0,4059.0,3347.0,1794.0,5582.0,13.4,10.3,24.2,12.0,8.2,16.6,https://www.meilleursagents.com/prix-immobilier/sainte-gemmes-sur-loire-49130/,49278
Saint-Georges-sur-Loire,2709.0,1877.0,4219.0,2482.0,1026.0,4236.0,11.0,7.7,17.7,11.2,8.5,16.5,https://www.meilleursagents.com/prix-immobilier/saint-georges-sur-loire-49170/,49283
Saint-Germain-des-Prés,2510.0,1063.0,3962.0,2223.0,889.0,3839.0,10.0,6.8,16.9,9.9,7.1,13.3,https://www.meilleursagents.com/prix-immobilier/saint-germain-des-pres-49170/,49284
Saint-Jean-de-la-Croix,2761.0,1532.0,3987.0,2139.0,927.0,3419.0,11.2,7.9,19.9,9.8,7.1,13.1,https://www.meilleursagents.com/prix-immobilier/saint-jean-de-la-croix-49130/,49288
Saint-Just-sur-Dive,1612.0,1164.0,2441.0,1442.0,577.0,2543.0,10.9,7.6,18.5,9.6,6.3,11.4,https://www.meilleursagents.com/prix-immobilier/saint-just-sur-dive-49260/,49291
Val-du-Layon,2448.0,1125.0,3782.0,2162.0,865.0,3487.0,10.9,7.8,15.7,11.4,9.0,16.3,https://www.meilleursagents.com/prix-immobilier/saint-aubin-de-luigne-49190/,49292
Val-du-Layon,2448.0,1125.0,3782.0,2162.0,865.0,3487.0,10.9,7.8,15.7,11.4,9.0,16.3,https://www.meilleursagents.com/prix-immobilier/saint-lambert-du-lattay-49750/,49292
Saint-Lambert-la-Potherie,2890.0,1984.0,4297.0,2867.0,1147.0,3985.0,12.7,8.7,18.7,13.7,11.4,18.8,https://www.meilleursagents.com/prix-immobilier/saint-lambert-la-potherie-49070/,49294
Saint-Jean-de-Linières,2890.0,1995.0,4266.0,2927.0,1302.0,4035.0,12.9,9.2,21.1,14.1,11.6,19.2,https://www.meilleursagents.com/prix-immobilier/saint-jean-de-linieres-49070/,49298
Saint-Léger-des-Bois,2830.0,1979.0,4171.0,3015.0,1926.0,4991.0,12.7,8.7,18.8,14.4,12.0,19.7,https://www.meilleursagents.com/prix-immobilier/saint-leger-des-bois-49170/,49298
Saint-Léger-sous-Cholet,2461.0,1953.0,3276.0,2417.0,1094.0,3387.0,12.3,9.3,18.5,11.1,8.2,14.4,https://www.meilleursagents.com/prix-immobilier/saint-leger-sous-cholet-49280/,49299
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/montfaucon-montigne-49230/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/saint-crespin-sur-moine-49230/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/saint-germain-sur-moine-49230/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/tillieres-49230/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/la-renaudiere-49450/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/roussay-49450/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/saint-andre-de-la-marche-49450/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/saint-macaire-en-mauges-49450/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/torfou-49660/,49301
Sèvremoine,1751.0,971.0,2554.0,2057.0,823.0,3175.0,11.5,8.2,20.0,10.2,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/le-longeron-49710/,49301
Saint-Macaire-du-Bois,1613.0,1205.0,2212.0,1556.0,623.0,3113.0,9.0,6.4,15.0,9.9,7.2,13.1,https://www.meilleursagents.com/prix-immobilier/saint-macaire-du-bois-49260/,49302
Saint-Martin-du-Fouilloux,2840.0,1964.0,4241.0,2801.0,1429.0,4126.0,12.7,8.7,18.8,13.5,10.9,18.7,https://www.meilleursagents.com/prix-immobilier/saint-martin-du-fouilloux-49170/,49306
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/baune-49140/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/saint-mathurin-sur-loire-49250/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/corne-49630/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/andard-49800/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/brain-sur-l-authion-49800/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/la-bohalle-49800/,49307
Loire-Authion,2398.0,1448.0,3488.0,2635.0,1173.0,4105.0,11.7,8.4,17.3,11.9,9.4,16.0,https://www.meilleursagents.com/prix-immobilier/la-dagueniere-49800/,49307
Saint-Melaine-sur-Aubance,2861.0,2205.0,3754.0,3055.0,1758.0,4697.0,13.0,8.9,19.2,12.0,8.1,16.4,https://www.meilleursagents.com/prix-immobilier/saint-melaine-sur-aubance-49610/,49308
Saint-Paul-du-Bois,2244.0,1824.0,2760.0,1237.0,495.0,2468.0,11.3,8.2,19.8,9.7,6.3,12.6,https://www.meilleursagents.com/prix-immobilier/saint-paul-du-bois-49310/,49310
Saint-Philbert-du-Peuple,1897.0,1130.0,3794.0,1819.0,857.0,3165.0,10.7,7.9,19.2,10.0,8.0,13.1,https://www.meilleursagents.com/prix-immobilier/saint-philbert-du-peuple-49160/,49311
Verrières-en-Anjou,2672.0,1836.0,3479.0,2937.0,1605.0,4349.0,12.8,9.1,21.1,13.6,10.8,18.5,https://www.meilleursagents.com/prix-immobilier/pellouailles-les-vignes-49112/,49323
Verrières-en-Anjou,2672.0,1836.0,3479.0,2937.0,1605.0,4349.0,12.8,9.1,21.1,13.6,10.8,18.5,https://www.meilleursagents.com/prix-immobilier/saint-sylvain-d-anjou-49480/,49323
Sarrigné,2620.0,1722.0,3439.0,2554.0,1327.0,3878.0,11.9,9.0,17.7,11.5,8.6,16.2,https://www.meilleursagents.com/prix-immobilier/sarrigne-49800/,49326
Saumur,1873.0,989.0,3022.0,2148.0,950.0,3591.0,10.7,7.2,18.1,11.0,7.9,16.4,https://www.meilleursagents.com/prix-immobilier/saumur-49400/,49328
Bagneux,1873.0,989.0,3022.0,2148.0,950.0,3591.0,10.7,7.2,18.1,11.0,7.9,16.4,https://www.meilleursagents.com/prix-immobilier/bagneux-49400/,49328
Dampierre sur Loire,1873.0,989.0,3022.0,2148.0,950.0,3591.0,10.7,7.2,18.1,11.0,7.9,16.4,https://www.meilleursagents.com/prix-immobilier/dampierre-sur-loire-49400/,49328
Saint Lambert des Levees,1873.0,989.0,3022.0,2148.0,950.0,3591.0,10.7,7.2,18.1,11.0,7.9,16.4,https://www.meilleursagents.com/prix-immobilier/saint-lambert-des-levees-49400/,49328
Savennières,2735.0,1716.0,4078.0,2900.0,1160.0,5230.0,13.1,10.2,23.3,12.5,8.8,16.9,https://www.meilleursagents.com/prix-immobilier/savennieres-49170/,49329
Epire,2735.0,1716.0,4078.0,2900.0,1160.0,5230.0,13.1,10.2,23.3,12.5,8.8,16.9,https://www.meilleursagents.com/prix-immobilier/epire-49170/,49329
Sceaux-d'Anjou,2096.0,1535.0,2835.0,2372.0,949.0,4024.0,10.3,8.3,14.2,12.8,8.7,15.2,https://www.meilleursagents.com/prix-immobilier/sceaux-d-anjou-49330/,49330
Aviré,1851.0,875.0,3455.0,1591.0,636.0,2790.0,9.9,6.0,16.0,10.8,8.1,16.5,https://www.meilleursagents.com/prix-immobilier/avire-49500/,49331
La Chapelle-sur-Oudon,1797.0,822.0,3140.0,1923.0,769.0,3171.0,10.1,6.6,17.3,10.4,7.8,15.8,https://www.meilleursagents.com/prix-immobilier/la-chapelle-sur-oudon-49500/,49331
La Ferrière-de-Flée,1853.0,877.0,3464.0,1772.0,709.0,2831.0,10.1,6.8,15.8,9.0,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/la-ferriere-de-flee-49500/,49331
L'Hôtellerie-de-Flée,1852.0,876.0,3461.0,1589.0,636.0,2569.0,10.1,6.6,16.2,9.6,7.2,14.8,https://www.meilleursagents.com/prix-immobilier/l-hotellerie-de-flee-49500/,49331
Louvaines,1850.0,874.0,3448.0,2036.0,814.0,4072.0,9.9,6.6,15.5,9.8,7.6,15.3,https://www.meilleursagents.com/prix-immobilier/louvaines-49500/,49331
Marans,1797.0,822.0,3140.0,1901.0,760.0,2966.0,9.9,6.6,15.8,9.7,7.7,15.0,https://www.meilleursagents.com/prix-immobilier/marans-49500/,49331
Montguillon,1852.0,876.0,3458.0,1684.0,705.0,2827.0,10.6,8.7,14.3,11.0,8.5,13.1,https://www.meilleursagents.com/prix-immobilier/montguillon-49500/,49331
Nyoiseau,1851.0,874.0,3451.0,1517.0,607.0,2692.0,10.2,5.7,17.9,9.4,6.4,13.2,https://www.meilleursagents.com/prix-immobilier/nyoiseau-49500/,49331
Segré,1612.0,927.0,2712.0,1822.0,730.0,2872.0,10.1,6.0,18.1,10.7,6.7,16.0,https://www.meilleursagents.com/prix-immobilier/segre-49500/,49331
Sainte-Gemmes-d'Andigné,1797.0,822.0,3140.0,1929.0,772.0,3165.0,10.1,7.1,15.6,9.3,7.3,14.3,https://www.meilleursagents.com/prix-immobilier/sainte-gemmes-d-andigne-49500/,49331
Saint-Martin-du-Bois,1899.0,938.0,3420.0,1745.0,698.0,3123.0,10.3,5.8,17.2,10.7,8.0,16.0,https://www.meilleursagents.com/prix-immobilier/saint-martin-du-bois-49500/,49331
Saint-Sauveur-de-Flée,1853.0,876.0,3463.0,1732.0,693.0,3003.0,10.0,6.5,16.0,9.5,7.7,14.5,https://www.meilleursagents.com/prix-immobilier/saint-sauveur-de-flee-49500/,49331
Châtelais,1847.0,901.0,3403.0,1549.0,620.0,2698.0,10.6,7.4,15.6,8.8,6.8,12.7,https://www.meilleursagents.com/prix-immobilier/chatelais-49520/,49331
Le Bourg-d'Iré,1802.0,850.0,3112.0,1581.0,632.0,2684.0,9.5,5.3,16.6,9.3,6.6,14.3,https://www.meilleursagents.com/prix-immobilier/le-bourg-d-ire-49520/,49331
Noyant-la-Gravoyère,1802.0,851.0,3112.0,1448.0,671.0,2521.0,10.1,7.1,16.7,9.2,6.8,11.7,https://www.meilleursagents.com/prix-immobilier/noyant-la-gravoyere-49520/,49331
La Séguinière,2168.0,1343.0,3110.0,2250.0,981.0,3403.0,11.6,8.1,20.8,11.4,7.9,15.4,https://www.meilleursagents.com/prix-immobilier/la-seguiniere-49280/,49332
Seiches-sur-le-Loir,1975.0,1453.0,2579.0,2116.0,878.0,3350.0,10.6,7.1,19.2,12.5,9.5,16.9,https://www.meilleursagents.com/prix-immobilier/seiches-sur-le-loir-49140/,49333
Matheflon,1975.0,1453.0,2579.0,2116.0,878.0,3350.0,10.6,7.1,19.2,12.5,9.5,16.9,https://www.meilleursagents.com/prix-immobilier/matheflon-49140/,49333
Sermaise,2255.0,1376.0,4511.0,1881.0,838.0,2985.0,10.4,6.0,15.4,10.3,7.5,13.3,https://www.meilleursagents.com/prix-immobilier/sermaise-49140/,49334
Somloire,2514.0,1903.0,3185.0,1416.0,566.0,2342.0,9.4,6.1,15.8,9.5,6.7,13.2,https://www.meilleursagents.com/prix-immobilier/somloire-49360/,49336
Soulaines-sur-Aubance,2837.0,1946.0,3722.0,2802.0,1121.0,4505.0,13.3,10.1,19.1,13.4,9.0,18.4,https://www.meilleursagents.com/prix-immobilier/soulaines-sur-aubance-49610/,49338
Soulaire-et-Bourg,1915.0,1327.0,2551.0,2528.0,1384.0,3775.0,10.8,7.3,16.3,12.2,9.2,16.7,https://www.meilleursagents.com/prix-immobilier/soulaire-et-bourg-49460/,49339
Souzay-Champigny,1595.0,1139.0,2468.0,1864.0,746.0,3245.0,10.0,7.0,13.0,,,,https://www.meilleursagents.com/prix-immobilier/souzay-champigny-49400/,49341
La Tessoualle,2605.0,1875.0,3049.0,2241.0,926.0,3404.0,12.7,8.8,17.8,11.1,8.9,16.6,https://www.meilleursagents.com/prix-immobilier/la-tessoualle-49280/,49343
Thorigné-d'Anjou,2099.0,1185.0,3229.0,2257.0,1004.0,4055.0,10.7,8.8,16.5,11.7,8.5,17.5,https://www.meilleursagents.com/prix-immobilier/thorigne-d-anjou-49220/,49344
Bellevigne-en-Layon,2734.0,1822.0,3678.0,2103.0,841.0,3881.0,12.1,8.6,18.5,11.0,9.2,15.7,https://www.meilleursagents.com/prix-immobilier/champ-sur-layon-49380/,49345
Bellevigne-en-Layon,2734.0,1822.0,3678.0,2103.0,841.0,3881.0,12.1,8.6,18.5,11.0,9.2,15.7,https://www.meilleursagents.com/prix-immobilier/faveraye-machelles-49380/,49345
Bellevigne-en-Layon,2734.0,1822.0,3678.0,2103.0,841.0,3881.0,12.1,8.6,18.5,11.0,9.2,15.7,https://www.meilleursagents.com/prix-immobilier/faye-d-anjou-49380/,49345
