ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo
Seiches-sur-le-Loir,1975,1453,2579,2116,878,3350,10.6,7.1,19.2,12.5,9.5,16.9,0.5611,49333,49140,Maine-et-Loire,"Seiches-sur-le-Loir, Maine-et-Loire, France"
Sermaise,2255,1376,4511,1881,838,2985,10.4,6,15.4,10.3,7.5,13.3,0.4701,49334,49140,Maine-et-Loire,"Sermaise, Maine-et-Loire, France"
Somloire,2514,1903,3185,1416,566,2342,9.4,6.1,15.8,9.5,6.7,13.2,0.4316,49336,49360,Maine-et-Loire,"Somloire, Maine-et-Loire, France"
Soulaines-sur-Aubance,2837,1946,3722,2802,1121,4505,13.3,10.1,19.1,13.4,9,18.4,0.482,49338,49610,Maine-et-Loire,"Soulaines-sur-Aubance, Maine-et-Loire, France"
Soulaire-et-Bourg,1915,1327,2551,2528,1384,3775,10.8,7.3,16.3,12.2,9.2,16.7,0.4878,49339,49460,Maine-et-Loire,"Soulaire-et-Bourg, Maine-et-Loire, France"
Souzay-Champigny,1595,1139,2468,1864,746,3245,,,,10,7,13,0.4384,49341,49400,Maine-et-Loire,"Souzay-Champigny, Maine-et-Loire, France"
La Tessoualle,2605,1875,3049,2241,926,3404,12.7,8.8,17.8,11.1,8.9,16.6,0.4673,49343,49280,Maine-et-Loire,"La Tessoualle, Maine-et-Loire, France"
Thorigné-d'Anjou,2099,1185,3229,2257,1004,4055,10.7,8.8,16.5,11.7,8.5,17.5,0.4569,49344,49220,Maine-et-Loire,"Thorigné-d'Anjou, Maine-et-Loire, France"
Bellevigne-en-Layon,2734,1822,3678,2103,841,3881,12.1,8.6,18.5,11,9.2,15.7,0.4582,49345,49380,Maine-et-Loire,"Bellevigne-en-Layon, Maine-et-Loire, France"
Tiercé,2105,1646,2797,2551,1189,4096,11.1,7.4,16.2,12.1,8.4,16.4,0.6318,49347,49125,Maine-et-Loire,"Tiercé, Maine-et-Loire, France"
Toutlemonde,2683,2280,3253,2138,855,2810,11.7,8.3,16.7,10.7,7.8,16,0.4383,49352,49360,Maine-et-Loire,"Toutlemonde, Maine-et-Loire, France"
Trémentines,2467,1961,3290,2058,859,2935,12,8.7,20.8,9.8,6.6,12.5,0.4632,49355,49340,Maine-et-Loire,"Trémentines, Maine-et-Loire, France"
Turquant,2318,1367,2951,2014,806,4028,10,6.8,16.1,10.2,8.6,13.3,0.4652,49358,49730,Maine-et-Loire,"Turquant, Maine-et-Loire, France"
Les Ulmes,1610,1164,3221,1885,851,2955,10.4,6.8,17,10.2,8.6,13.3,0.4238,49359,49700,Maine-et-Loire,"Les Ulmes, Maine-et-Loire, France"
Varennes-sur-Loire,1820,1138,2391,1877,751,3489,9,5.6,15.4,9.7,7,12.4,0.4467,49361,49730,Maine-et-Loire,"Varennes-sur-Loire, Maine-et-Loire, France"
Varrains,2747,1886,3742,2157,995,3387,10.3,6.8,13.4,10.2,8.6,13.5,0.4556,49362,49400,Maine-et-Loire,"Varrains, Maine-et-Loire, France"
Vaudelnay,1617,1175,3233,1604,642,2718,9.9,6.5,17.4,9.7,6.2,12.4,0.4573,49364,49260,Maine-et-Loire,"Vaudelnay, Maine-et-Loire, France"
Erdre-en-Anjou,1863,953,3065,2039,816,3390,9.9,6,16,9.3,6.8,12.6,0.4399,49367,49220,Maine-et-Loire,"Erdre-en-Anjou, Maine-et-Loire, France"
Vernantes,1557,1092,3114,1565,626,3131,9.2,6.3,15.9,9.8,7.4,13.6,0.4377,49368,49390,Maine-et-Loire,"Vernantes, Maine-et-Loire, France"
Vernoil-le-Fourrier,1551,1097,3101,1685,674,3370,9.3,5.1,16.7,10,7.9,13,0.4144,49369,49390,Maine-et-Loire,"Vernoil-le-Fourrier, Maine-et-Loire, France"
Verrie,2013,1216,4025,2048,1207,3474,10.6,6.8,16.1,10.8,6.3,14.2,0.4244,49370,49400,Maine-et-Loire,"Verrie, Maine-et-Loire, France"
Vezins,2334,1887,2907,1812,725,2879,12,8,19.9,9.7,7.5,12.3,0.4448,49371,49340,Maine-et-Loire,"Vezins, Maine-et-Loire, France"
Lys-Haut-Layon,1631,1210,2197,1417,567,2498,9.4,6,15.7,10.1,7.1,13.8,0.4254,49373,49310,Maine-et-Loire,"Lys-Haut-Layon, Maine-et-Loire, France"
Villebernier,1596,1143,2476,1913,833,3653,9.6,8.2,17.4,8.8,5.8,13.5,0.4454,49374,49400,Maine-et-Loire,"Villebernier, Maine-et-Loire, France"
Soucelles,2350,1676,3125,2663,1560,3937,11.8,9.1,17.7,11.3,8.6,14.1,0.5128,49377,49140,Maine-et-Loire,"Soucelles, Maine-et-Loire, France"
Vivy,1614,1138,3229,1972,842,3285,11,7.7,19.5,9.3,5.4,13,0.4596,49378,49680,Maine-et-Loire,"Vivy, Maine-et-Loire, France"
Yzernay,2589,2031,3074,1876,750,2794,11.4,8.2,19.8,9.9,6.6,12.6,0.4002,49381,49360,Maine-et-Loire,"Yzernay, Maine-et-Loire, France"
Ahuillé,2653,1717,4861,1749,699,2825,10.8,8.9,17.2,10.2,8.1,13.3,0.441,53001,53940,Mayenne,"Ahuillé, Mayenne, France"
Alexain,2139,1604,3572,1412,580,2707,9.2,6,13.4,8.4,6.1,12.2,0.4211,53002,53240,Mayenne,"Alexain, Mayenne, France"
Ambrières-les-Vallées,1632,840,3168,1174,469,2347,9.5,5.2,14.7,8.2,6.1,11.9,0.4918,53003,53300,Mayenne,"Ambrières-les-Vallées, Mayenne, France"
Andouillé,3130,2044,4209,1469,588,2473,11.2,7.8,16.6,10.7,8.4,13.3,0.4779,53005,53240,Mayenne,"Andouillé, Mayenne, France"
Argentré,2153,1463,3539,1838,735,2731,11,7.6,14.5,10.8,8.4,13.3,0.5165,53007,53210,Mayenne,"Argentré, Mayenne, France"
Aron,1975,1515,3350,1577,631,2263,11.4,8.3,15.2,10.2,8.1,13.3,0.4334,53008,53440,Mayenne,"Aron, Mayenne, France"
Arquenay,2114,1427,3476,1540,696,2690,10.2,7,16.3,8.7,6.9,12.7,0.4695,53009,53170,Mayenne,"Arquenay, Mayenne, France"
Assé-le-Bérenger,1945,1499,3078,1145,458,2088,10.4,7.2,16.7,8.1,6.1,11.3,0.472,53010,53600,Mayenne,"Assé-le-Bérenger, Mayenne, France"
Astillé,2051,1317,3657,1638,655,2574,10.6,8.7,16.9,10,7.2,12.5,0.4648,53011,53230,Mayenne,"Astillé, Mayenne, France"
Athée,1835,925,3324,1365,546,2611,10.2,6.9,16,8.8,6.8,11.8,0.5977,53012,53400,Mayenne,"Athée, Mayenne, France"
Averton,1757,1288,2684,1033,413,1922,10,6.8,17.6,8.1,6.5,10.9,0.4635,53013,53700,Mayenne,"Averton, Mayenne, France"
La Baconnière,2012,1302,3518,1596,639,2896,10.2,6.8,15.9,9.3,7.1,13.6,0.604,53015,53240,Mayenne,"La Baconnière, Mayenne, France"
Bais,1576,856,2667,1007,403,2014,9.4,5.5,16.4,8.5,6.3,12.3,0.4868,53016,53160,Mayenne,"Bais, Mayenne, France"
Ballée,1851,1009,3675,1252,501,2383,9.4,6.5,10.9,9.2,6.9,13.5,0.454,53017,53340,Mayenne,"Ballée, Mayenne, France"
Ballots,1950,1186,2748,1436,574,2853,10.2,7.1,13.9,8.5,7,12.4,0.6374,53018,53350,Mayenne,"Ballots, Mayenne, France"
Bannes,1811,1050,2219,1149,459,2297,9.5,6.1,14.7,8.6,6.1,11.9,0.4464,53019,53340,Mayenne,"Bannes, Mayenne, France"
La Bazoge-Montpinçon,2008,1545,3349,1809,810,2409,10.9,8.9,17.3,10,7.7,12,0.4853,53021,53440,Mayenne,"La Bazoge-Montpinçon, Mayenne, France"
La Bazouge-de-Chemeré,2009,1408,3195,1324,530,2648,10.7,7,17.9,8.4,6.8,11,0.4975,53022,53170,Mayenne,"La Bazouge-de-Chemeré, Mayenne, France"
La Bazouge-des-Alleux,2207,1668,3652,1613,645,2766,10.7,8.8,17,9.6,6.6,11.4,0.4624,53023,53470,Mayenne,"La Bazouge-des-Alleux, Mayenne, France"
Bazougers,2122,1436,3482,1461,584,2839,10.7,8.8,17,10,7.5,11.9,0.4646,53025,53170,Mayenne,"Bazougers, Mayenne, France"
Beaulieu-sur-Oudon,2652,1839,4618,1397,559,2221,10.8,8.8,17.1,10.1,7.6,13.8,0.4379,53026,53320,Mayenne,"Beaulieu-sur-Oudon, Mayenne, France"
Beaumont-Pied-de-Bœuf,2944,1909,4131,1498,599,2996,10.1,8.6,11.6,9.5,6.9,13.6,0.4293,53027,53290,Mayenne,"Beaumont-Pied-de-Bœuf, Mayenne, France"
Belgeard,2027,1561,3346,1498,599,2310,10.1,6.9,16,8.5,7.1,11.3,0.5053,53028,53440,Mayenne,"Belgeard, Mayenne, France"
Argenton-Notre-Dame,1953,1453,2665,1442,577,2303,9.6,6.3,14.5,9.2,7,14,0.4709,53006,53290,Mayenne,"Argenton-Notre-Dame, Mayenne, France"
Le Bignon-du-Maine,1903,1152,3492,1534,625,2662,10.7,8.7,16.9,10,7.8,12.6,0.535,53030,53170,Mayenne,"Le Bignon-du-Maine, Mayenne, France"
La Bigottière,2151,1647,2910,1478,591,2586,9.8,6.7,15.7,9.2,6.9,13.1,0.4808,53031,53240,Mayenne,"La Bigottière, Mayenne, France"
La Boissière,1842,903,3387,1504,602,2598,10.7,8.8,17,10.9,8.3,13.5,0.456,53033,53800,Mayenne,"La Boissière, Mayenne, France"
Bonchamp-lès-Laval,3143,1889,4349,2181,1319,3138,11.8,9,16.4,10.7,7.8,13.5,0.4358,53034,53960,Mayenne,"Bonchamp-lès-Laval, Mayenne, France"
Bouchamps-lès-Craon,1837,904,3373,1426,570,2851,10,6.8,15,8.4,6.4,12.2,0.5997,53035,53800,Mayenne,"Bouchamps-lès-Craon, Mayenne, France"
Bouère,1827,1025,2234,1351,541,2703,9.5,6.5,15,9.3,7.4,12.9,0.5145,53036,53290,Mayenne,"Bouère, Mayenne, France"
Bouessay,1838,1038,2261,1600,640,2592,10.1,6.9,17.9,8.9,6.6,12.3,0.4714,53037,53290,Mayenne,"Bouessay, Mayenne, France"
Boulay-les-Ifs,1431,970,2364,1359,543,2280,9.4,5.9,16.8,7.8,6.6,12.1,0.4107,53038,53370,Mayenne,"Boulay-les-Ifs, Mayenne, France"
Le Bourgneuf-la-Forêt,1994,1271,3347,1553,631,2732,9.9,5.8,16.2,8.8,6.8,12,0.4423,53039,53410,Mayenne,"Le Bourgneuf-la-Forêt, Mayenne, France"
Bourgon,2124,1168,2957,1326,530,2498,10.3,6.8,15,8.3,6.4,10.3,0.4404,53040,53410,Mayenne,"Bourgon, Mayenne, France"
Brains-sur-les-Marches,1966,1148,2812,1503,611,3006,10.6,7.4,15.6,8,6.5,12,0.5334,53041,53350,Mayenne,"Brains-sur-les-Marches, Mayenne, France"
Brecé,1902,1446,3063,1241,496,2482,9.7,6.6,14.6,9.2,6.9,12.4,0.4707,53042,53120,Mayenne,"Brecé, Mayenne, France"
Brée,2108,1617,3411,1238,501,2476,9.3,6.4,16,8.2,6.5,11,0.4737,53043,53150,Mayenne,"Brée, Mayenne, France"
La Brûlatte,2135,1418,3278,1677,692,3354,10,6.7,15,9.1,7.2,11.7,0.5013,53045,53410,Mayenne,"La Brûlatte, Mayenne, France"
Le Buret,1825,1053,2250,1345,538,2395,10.8,8.5,15,10.1,7.7,12.5,0.5023,53046,53170,Mayenne,"Le Buret, Mayenne, France"
Carelles,1619,965,2479,1011,439,1791,10,5.9,15.8,8.1,5.8,11.3,0.4568,53047,53120,Mayenne,"Carelles, Mayenne, France"
Chailland,2129,1562,3175,1426,576,2852,9.8,5.8,15.4,8.1,5.8,12.2,0.4916,53048,53420,Mayenne,"Chailland, Mayenne, France"
Châlons-du-Maine,2152,1481,3492,1570,628,2450,10.7,8.8,17,9.8,8,13.2,0.4334,53049,53470,Mayenne,"Châlons-du-Maine, Mayenne, France"
Champéon,1929,1481,3265,1117,447,2235,9.8,7.2,15.8,8.1,6.8,10.8,0.4063,53051,53640,Mayenne,"Champéon, Mayenne, France"
Champfrémont,1428,967,2339,1411,564,2345,10,6.4,16.9,8.9,7.6,13.4,0.4951,53052,53370,Mayenne,"Champfrémont, Mayenne, France"
Champgenéteux,1925,1465,3149,1036,414,2060,10.1,6.7,17,7.9,6.5,10.9,0.4589,53053,53160,Mayenne,"Champgenéteux, Mayenne, France"
Changé,2964,2268,3639,2194,1071,3259,11.8,7.9,17.2,11.6,8.5,14.6,0.4071,53054,53810,Mayenne,"Changé, Mayenne, France"
Chantrigné,1808,1383,2967,1059,423,2045,11.4,8.3,15.2,9.6,7.6,12,0.4216,53055,53300,Mayenne,"Chantrigné, Mayenne, France"
La Chapelle-Anthenaise,2167,1483,3536,1820,968,2506,10,6.5,16,8.5,6.9,11.5,0.5011,53056,53950,Mayenne,"La Chapelle-Anthenaise, Mayenne, France"
La Chapelle-au-Riboul,1591,758,2711,1159,463,2317,9.5,5.2,14.7,8,6.3,12,0.4481,53057,53440,Mayenne,"La Chapelle-au-Riboul, Mayenne, France"
La Chapelle-Craonnaise,2039,1318,3617,1484,593,2601,10.3,6.7,16.4,8.7,6.7,11.8,0.5898,53058,53230,Mayenne,"La Chapelle-Craonnaise, Mayenne, France"
La Chapelle-Rainsouin,2136,1463,3481,1601,661,3021,10.2,6.6,16.3,8.3,6.9,11.4,0.4397,53059,53150,Mayenne,"La Chapelle-Rainsouin, Mayenne, France"
Charchigné,1456,974,2632,972,389,1551,10.5,6.9,17.6,8.2,6.3,10.6,0.3793,53061,53250,Mayenne,"Charchigné, Mayenne, France"
Azé,1839,899,3354,1913,1002,3348,10.6,8.3,14.6,10.4,7.4,12.5,0.4361,53014,53200,Mayenne,"Azé, Mayenne, France"
Châtelain,1829,1000,2317,1442,577,2388,10.6,7.2,16.9,9.6,7.5,14.6,0.4719,53063,53200,Mayenne,"Châtelain, Mayenne, France"
Châtillon-sur-Colmont,1612,855,3031,1161,464,2322,9.6,5.6,15.1,7.5,5.5,11.6,0.4438,53064,53100,Mayenne,"Châtillon-sur-Colmont, Mayenne, France"
Chemazé,1849,878,3451,1699,679,2951,10,7,12.1,8.9,6.8,12.7,0.5237,53066,53200,Mayenne,"Chemazé, Mayenne, France"
Chémeré-le-Roi,1818,1059,2244,1098,439,2196,11,8.2,14.8,9.9,7,11.7,0.5366,53067,53340,Mayenne,"Chémeré-le-Roi, Mayenne, France"
Chérancé,1844,903,3393,1211,539,2422,10.7,8.8,17,10.5,8,13.1,0.6678,53068,53400,Mayenne,"Chérancé, Mayenne, France"
Chevaigné-du-Maine,1840,938,2820,925,370,1850,10.6,7.1,17.7,9.6,7.2,13.1,0.4312,53069,53250,Mayenne,"Chevaigné-du-Maine, Mayenne, France"
Colombiers-du-Plessis,1906,1447,3035,1120,448,2239,9.6,5.9,17,8.4,5.9,12.5,0.4598,53071,53120,Mayenne,"Colombiers-du-Plessis, Mayenne, France"
Commer,2064,1569,3461,1583,633,2993,10.9,8.9,15.4,9.7,7.6,11.5,0.5122,53072,53470,Mayenne,"Commer, Mayenne, France"
Congrier,1859,918,3170,1083,433,2166,9.7,5.5,17.4,9.3,6.8,11.5,0.4697,53073,53800,Mayenne,"Congrier, Mayenne, France"
Contest,2067,1589,3400,1368,547,2735,10.8,8.9,17.2,9.9,7.5,11.9,0.4496,53074,53100,Mayenne,"Contest, Mayenne, France"
Cosmes,2048,1318,3647,1299,555,2598,10.9,7.5,16.8,10.6,7.5,13.5,0.6106,53075,53230,Mayenne,"Cosmes, Mayenne, France"
Cossé-en-Champagne,1815,1049,2224,1234,493,2467,10.4,7.2,16.8,8.9,6.6,12.2,0.5039,53076,53340,Mayenne,"Cossé-en-Champagne, Mayenne, France"
Cossé-le-Vivien,2043,1325,3617,1533,613,2451,10.3,7.2,16,9,7.4,12.9,0.4431,53077,53230,Mayenne,"Cossé-le-Vivien, Mayenne, France"
Coudray,1869,940,3329,1649,743,2483,10.6,6.9,17,9.9,7.4,15,0.5077,53078,53200,Mayenne,"Coudray, Mayenne, France"
Couesmes-Vaucé,1548,808,2928,1018,407,2036,10.3,5.9,12,8.4,6.1,10.8,0.4152,53079,53300,Mayenne,"Couesmes-Vaucé, Mayenne, France"
Couptrain,1840,938,2812,932,373,1864,9.7,6.1,13.6,9.2,6.6,13.9,0.4812,53080,53250,Mayenne,"Couptrain, Mayenne, France"
Courbeveille,2058,1320,3681,1646,659,2858,10.2,7,16.3,8.9,6.9,11.4,0.5617,53082,53230,Mayenne,"Courbeveille, Mayenne, France"
Courcité,1860,1356,2903,976,391,1953,10.6,6.9,17.6,8.2,6.4,12,0.4799,53083,53700,Mayenne,"Courcité, Mayenne, France"
Craon,2011,1105,3930,1436,575,2408,9.6,6.5,16.3,9.1,7,11.9,0.5085,53084,53400,Mayenne,"Craon, Mayenne, France"
Crennes-sur-Fraubée,1296,661,2261,1418,726,2693,10.3,5.6,15.3,8.4,6.1,12.2,0.3992,53085,53700,Mayenne,"Crennes-sur-Fraubée, Mayenne, France"
La Croixille,2091,1169,2911,1392,562,2784,10.3,6.8,15,8.2,6.2,11.7,0.5003,53086,53380,Mayenne,"La Croixille, Mayenne, France"
La Cropte,1819,1057,2245,1364,546,2728,10.7,8.8,14.4,9.9,7.3,11.6,0.4691,53087,53170,Mayenne,"La Cropte, Mayenne, France"
Cuillé,2102,1299,2997,1337,535,2673,10.3,6.5,16.9,8.6,6.8,12.6,0.5573,53088,53540,Mayenne,"Cuillé, Mayenne, France"
Daon,1872,942,3327,1473,589,2810,9.8,6.6,15.8,9.1,7,13.9,0.4698,53089,53200,Mayenne,"Daon, Mayenne, France"
Denazé,2647,1854,4528,1506,603,2791,10.5,6.3,13.9,9,6.6,11.6,0.5722,53090,53400,Mayenne,"Denazé, Mayenne, France"
Désertines,1535,1023,2659,1014,405,2027,9.9,5.8,15.6,8.5,6.1,10.7,0.4396,53091,53190,Mayenne,"Désertines, Mayenne, France"
La Dorée,1376,758,2068,1128,451,2255,10.4,6.1,18.4,8.9,5.9,10.8,0.4451,53093,53190,Mayenne,"La Dorée, Mayenne, France"
Entrammes,1930,1158,3566,1810,724,3286,10.8,8.8,17.1,9.9,7.6,12.3,0.4184,53094,53260,Mayenne,"Entrammes, Mayenne, France"
Ernée,1932,1412,2969,1255,502,2509,9.4,5.8,16.9,8.4,6.3,12,0.5462,53096,53500,Mayenne,"Ernée, Mayenne, France"
Saint-Christophe-du-Luat,2072,1435,3610,1274,510,2431,9.9,6.5,16.1,7.9,5.7,11,0.5014,53207,53150,Mayenne,"Saint-Christophe-du-Luat, Mayenne, France"
Fontaine-Couverte,2005,1160,2880,1389,556,2778,10.4,7,15.9,9.4,6.6,12.9,0.4285,53098,53350,Mayenne,"Fontaine-Couverte, Mayenne, France"
Forcé,2647,1879,3666,1731,692,2566,10.8,8.8,14.6,9.8,7.9,13,0.546,53099,53260,Mayenne,"Forcé, Mayenne, France"
Fougerolles-du-Plessis,1399,850,2045,1044,418,2088,9.5,6.3,14.5,7,5.1,9.1,0.4245,53100,53190,Mayenne,"Fougerolles-du-Plessis, Mayenne, France"
Fromentières,1868,1176,3421,1591,636,3182,10.2,7,16.3,9.2,7.3,14.2,0.4793,53101,53200,Mayenne,"Fromentières, Mayenne, France"
Gastines,2009,1169,2880,1281,512,2562,9.8,6.1,14.4,9.9,6.5,12.3,0.528,53102,53540,Mayenne,"Gastines, Mayenne, France"
Saint Isle,2022,1342,3559,1626,651,2573,10.8,8.9,17.2,10,7.6,13.2,0.5139,53103,53940,Mayenne,"Saint Isle, Mayenne, France"
Gennes-sur-Glaize,1834,1024,2329,1515,606,2853,10.6,6.9,17,9,7,13.7,0.5184,53104,53200,Mayenne,"Gennes-sur-Glaize, Mayenne, France"
Gesnes,2137,1499,3411,1505,659,2268,10,6.5,16,8.4,6.9,11.2,0.4361,53105,53150,Mayenne,"Gesnes, Mayenne, France"
Gesvres,1782,1301,2696,1218,487,2352,9.3,6.7,13.7,8.5,7.2,11.8,0.4463,53106,53370,Mayenne,"Gesvres, Mayenne, France"
Gorron,1580,852,2953,1033,413,2067,9.4,6.2,14.8,7.7,5.8,10.8,0.4668,53107,53120,Mayenne,"Gorron, Mayenne, France"
La Gravelle,2027,1333,3096,1546,618,2496,10.4,6.7,16.7,9.1,7,13.4,0.3677,53108,53410,Mayenne,"La Gravelle, Mayenne, France"
Grazay,1990,1530,3330,1391,556,2451,9.4,6,14.3,8.5,6.2,12.7,0.4169,53109,53440,Mayenne,"Grazay, Mayenne, France"
Grez-en-Bouère,1828,1031,2243,1159,464,2215,10.6,7.3,17.1,9.7,7.2,14.3,0.4718,53110,53290,Mayenne,"Grez-en-Bouère, Mayenne, France"
La Haie-Traversaine,1933,1487,3257,1511,605,3023,10.9,7.2,17.9,7.6,5.2,10.5,0.4414,53111,53300,Mayenne,"La Haie-Traversaine, Mayenne, France"
Le Ham,1796,1354,2910,1024,410,2048,9.6,6.4,16.2,8.6,6.7,11.5,0.4753,53112,53250,Mayenne,"Le Ham, Mayenne, France"
Hambers,2002,1545,3291,1253,501,2505,9.7,6.7,15.8,8.6,6.6,13.6,0.4729,53113,53160,Mayenne,"Hambers, Mayenne, France"
Hardanges,1860,1421,3102,927,371,1676,9.4,6.8,14.6,8.3,6.8,11.4,0.3932,53114,53640,Mayenne,"Hardanges, Mayenne, France"
Hercé,1868,1428,2968,1408,630,2815,9.6,6,17.1,8.8,6.3,11,0.4745,53115,53120,Mayenne,"Hercé, Mayenne, France"
Le Horps,1831,1398,3070,1067,427,1995,9.5,5.2,14.6,8.4,6.4,12.5,0.4624,53116,53640,Mayenne,"Le Horps, Mayenne, France"
Houssay,1922,1161,3535,1591,731,2445,10.7,8.7,14.5,9.9,7.3,12,0.4944,53117,53360,Mayenne,"Houssay, Mayenne, France"
Le Housseau-Brétignolles,1433,953,2620,1234,494,2468,9.6,5.6,16.7,8.4,6.7,13.1,0.4015,53118,53110,Mayenne,"Le Housseau-Brétignolles, Mayenne, France"
Izé,1937,1365,3286,1143,457,2248,9.6,5.3,14.8,8.6,6.3,12.4,0.4689,53120,53160,Mayenne,"Izé, Mayenne, France"
Javron-les-Chapelles,1837,936,2815,963,385,1926,9.3,6.5,13.4,8.5,6.6,11.7,0.4528,53121,53250,Mayenne,"Javron-les-Chapelles, Mayenne, France"
Jublains,2030,1563,3348,1199,480,2399,9.2,5.9,14,8.5,6.1,12.4,0.467,53122,53160,Mayenne,"Jublains, Mayenne, France"
Juvigné,2069,1169,2873,1337,535,2675,9.8,5.8,15.4,8,5.9,11.2,0.4602,53123,53380,Mayenne,"Juvigné, Mayenne, France"
Ampoigné,1848,879,3446,1389,562,2157,10.2,6.7,16.4,9.2,7.4,14.3,0.5058,53004,53200,Mayenne,"Ampoigné, Mayenne, France"
Landivy,1352,808,1972,1179,472,2358,9.5,6.2,14.1,7.8,6.2,11.6,0.4793,53125,53190,Mayenne,"Landivy, Mayenne, France"
Larchamp,1905,1100,2664,1174,470,2348,10,5.9,15.8,8.7,6.4,12.3,0.4793,53126,53220,Mayenne,"Larchamp, Mayenne, France"
Lassay-les-Châteaux,1912,992,3053,1255,502,2510,9.7,5.4,14.7,8,6.4,12.4,0.4737,53127,53110,Mayenne,"Lassay-les-Châteaux, Mayenne, France"
Laubrières,2095,1297,2997,1391,556,2782,10.2,7,13.9,7.6,6.1,10.9,0.5646,53128,53540,Mayenne,"Laubrières, Mayenne, France"
Launay-Villiers,2123,1397,3250,1732,693,2708,9.9,5.8,15.6,9,6.9,13.8,0.3481,53129,53410,Mayenne,"Launay-Villiers, Mayenne, France"
Lesbois,1569,1190,2526,1125,450,2250,10.3,6.9,18,9.2,7.3,13.3,0.4692,53131,53120,Mayenne,"Lesbois, Mayenne, France"
Levaré,1732,1289,2718,1091,522,2059,9.8,6.6,14.8,8.4,6.7,12.2,0.4271,53132,53120,Mayenne,"Levaré, Mayenne, France"
Lignières-Orgères,1837,936,2806,1124,450,2248,9.9,5.5,15.3,8.1,6.9,12.7,0.4171,53133,53140,Mayenne,"Lignières-Orgères, Mayenne, France"
Livet,2067,1434,3583,1444,578,2888,9.2,6.3,15.9,8.5,6.4,11.3,0.4315,53134,53150,Mayenne,"Livet, Mayenne, France"
Livré-la-Touche,2192,1418,3712,1370,548,2741,10.2,6.9,16,8.7,6.8,11.7,0.5313,53135,53400,Mayenne,"Livré-la-Touche, Mayenne, France"
Loigné-sur-Mayenne,1859,904,3419,1686,779,2436,10.8,8.8,17.1,10.5,7.6,12.8,0.5318,53136,53200,Mayenne,"Loigné-sur-Mayenne, Mayenne, France"
Loiron-Ruillé,1997,1320,3523,1698,679,2739,10.3,7,16.7,8.7,6.9,11.6,0.4436,53137,53320,Mayenne,"Loiron-Ruillé, Mayenne, France"
Loupfougères,1828,1378,2991,1223,489,2446,9.4,6.4,16.2,8.2,6.9,11.4,0.4329,53139,53700,Mayenne,"Loupfougères, Mayenne, France"
Louverné,2615,2037,3556,1955,928,2785,11.1,7.9,15.2,10.7,8.4,13.8,0.4096,53140,53950,Mayenne,"Louverné, Mayenne, France"
Louvigné,2126,1441,3505,1664,665,2425,9.9,6.8,16,8.9,7.1,13,0.4773,53141,53210,Mayenne,"Louvigné, Mayenne, France"
Madré,1418,920,2553,1043,417,2086,9.6,6.2,13.4,8.6,6.4,13.9,0.3965,53142,53250,Mayenne,"Madré, Mayenne, France"
Maisoncelles-du-Maine,1906,1153,3500,1634,709,2578,10.2,7,16.5,8.8,7,12.5,0.5006,53143,53170,Mayenne,"Maisoncelles-du-Maine, Mayenne, France"
Marcillé-la-Ville,1959,1505,3306,1193,492,2386,9.3,5.4,15.2,8.2,6.5,12.2,0.4233,53144,53440,Mayenne,"Marcillé-la-Ville, Mayenne, France"
Marigné-Peuton,1858,902,3421,1294,518,2330,10.2,7,16.4,8.8,6.8,13.8,0.4751,53145,53200,Mayenne,"Marigné-Peuton, Mayenne, France"
Martigné-sur-Mayenne,2185,1651,3620,1674,747,2594,9.1,6.3,14.8,9.4,7.2,13.7,0.4033,53146,53470,Mayenne,"Martigné-sur-Mayenne, Mayenne, France"
Mayenne,1745,960,2947,1615,721,2632,10,6.9,17.9,10.1,7.6,13.8,0.4129,53147,53100,Mayenne,"Mayenne, Mayenne, France"
Mée,1848,878,3449,1226,490,2350,10.3,6.7,16.5,9.2,7.4,13.9,0.6056,53148,53400,Mayenne,"Mée, Mayenne, France"
Ménil,1895,939,3417,1731,692,3357,10.3,6.7,16.5,10.2,7.7,15.7,0.4756,53150,53200,Mayenne,"Ménil, Mayenne, France"
Méral,2216,1436,3437,1253,501,2505,10.3,5.8,15.8,8.7,7,12.2,0.55,53151,53230,Mayenne,"Méral, Mayenne, France"
Meslay-du-Maine,1821,932,3490,1563,625,2493,9.3,6.2,15.7,9.2,6.9,12,0.5097,53152,53170,Mayenne,"Meslay-du-Maine, Mayenne, France"
Mézangers,2040,1577,3291,1410,564,2546,9.3,6.2,12.8,8.4,6.5,12.7,0.5,53153,53600,Mayenne,"Mézangers, Mayenne, France"
Montaudin,1709,1229,2819,1049,420,2099,10,5.9,15.9,8.4,6.2,11.8,0.5463,53154,53220,Mayenne,"Montaudin, Mayenne, France"
Montenay,2075,1612,2791,1268,507,2535,9.6,5.3,14.1,7.7,5.6,11.6,0.4897,53155,53500,Mayenne,"Montenay, Mayenne, France"
Montflours,3141,2042,4234,1695,766,3389,10.6,7.3,14.4,8.8,6.4,11.6,0.5647,53156,53240,Mayenne,"Montflours, Mayenne, France"
