ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Departement,geo,nb_m2,nb_mois,assurance_pno_annuel,frais_agence_%,frais_notaire_%,garantie_loyer_impaye,compta_annuelle,prevision_entretien_annuel,prevision_gros_oeuvre_annuel,taux_occupation,loyer_mensuel_appart,loyer_mensuel_maison,loyer_annuel_appart,loyer_annuel_maison,garantie_loyer_impaye_annuel_appart,garantie_loyer_impaye_annuel_maison,prix_net_vendeur_appart,prix_net_vendeur_maison,frais_agence_maison,frais_agence_appart,frais_notaire_maison,frais_notaire_appart,prevision_entretien_annuel_appart,prevision_entretien_annuel_maison,prevision_gros_oeuvre_annuel_appart,prevision_gros_oeuvre_annuel_maison,valeur_cadastrale_locative_appart,valeur_cadastrale_locative_maison,TFPB_annuel_appart,TFPB_annuel_maison,charges_copro_annuel,assurance_habitation_annuel,frais_gestion_loc_annuel,prix_achat_total_appart,prix_achat_total_maison,renta_brute_appart,renta_brute_maison,charges_annuelles_appart,charges_annuelles_maison,renta_nette_appart,renta_nette_maison
Derval,1717,1055,2835,1825,730,2737,11.5,6.3,20.3,9.8,6.9,12.6,35.25,44051,Loire-Atlantique,"Derval, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,465.50000000000006,6555.0,5586.000000000001,196.65,167.58,85850,91250,4562.5,4292.5,7300.0,6868.0,131.1,111.72000000000003,429.25,456.25,2622.0,2234.4000000000005,924.255,787.6260000000002,50,0,200,97010.5,103112.5,0.0675700053087037,0.054173839253242824,1670.905,1505.2060000000001,0.05034604501574572,0.03957613286458966
Drefféac,2552,1487,3563,2345,965,3443,11.7,9.6,20.2,10.2,7.2,12.3,40.94,44053,Loire-Atlantique,"Drefféac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,484.49999999999994,6669.0,5813.999999999999,200.07,174.41999999999996,127600,117250,5862.5,6380.0,9380.0,10208.0,133.38,116.27999999999999,638.0,586.25,2667.6,2325.5999999999995,1092.11544,952.1006399999997,50,0,200,144188.0,132492.5,0.04625211529392183,0.04388172915448044,1842.18544,1676.5206399999997,0.033475840985380194,0.031228026944921407
Erbray,1759,931,2678,1649,660,2557,10.4,7.1,17.0,10.2,7.1,12.8,29.71,44054,Loire-Atlantique,"Erbray, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,484.49999999999994,5928.0,5813.999999999999,177.84,174.41999999999996,87950,82450,4122.5,4397.5,6596.0,7036.0,118.56,116.27999999999999,439.75,412.25,2371.2,2325.5999999999995,704.48352,690.9357599999998,50,0,200,99383.5,93168.5,0.059647728244628134,0.06240306541373961,1432.32352,1415.35576,0.045235642536235895,0.047211710395680936
La Baule-Escoublac,7022,3516,12661,6737,2982,11831,14.8,9.6,23.1,15.6,12.4,20.4,36.67,44055,Loire-Atlantique,"La Baule-Escoublac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,703.0,741.0,8436.0,8892.0,253.07999999999998,266.76,351100,336850,16842.5,17555.0,26948.0,28088.0,168.72,177.84,1755.5,1684.25,3374.4,3556.8,1237.39248,1304.2785600000002,50,0,200,396743.0,380640.5,0.021263135077367466,0.023360625051722032,2040.47248,2121.03856,0.016120076523089253,0.017788336869040473
Fégréac,2405,1426,4159,1646,658,3138,10.0,5.7,17.5,9.6,5.8,14.6,44.88,44057,Loire-Atlantique,"Fégréac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,475.0,456.0,5700.0,5472.0,171.0,164.16,120250,82300,4115.0,6012.5,6584.0,9620.0,114.0,109.44,601.25,411.5,2280.0,2188.8,1023.2640000000001,982.3334400000001,50,0,200,135882.5,92999.0,0.04194800654977646,0.05883934235851999,1744.2640000000001,1696.4934400000002,0.029111445550383603,0.04059728126108883
Fercé,1901,1026,2732,1572,629,2632,10.4,6.4,17.1,10.1,7.7,13.6,31.45,44058,Loire-Atlantique,"Fercé, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,479.75,5928.0,5757.0,177.84,172.70999999999998,95050,78600,3930.0,4752.5,6288.0,7604.0,118.56,115.14,475.25,393.0,2371.2,2302.8,745.7423999999999,724.2306,50,0,200,107406.5,88818.0,0.055192190416781105,0.06481794230899142,1473.5823999999998,1446.9406,0.04147251423330991,0.048526868427570986
Frossay,2327,947,4366,2555,1083,4115,11.6,9.6,20.1,13.1,9.1,17.7,39.93,44061,Loire-Atlantique,"Frossay, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,551.0,622.25,6612.0,7467.0,198.35999999999999,224.01,116350,127750,6387.5,5817.5,10220.0,9308.0,132.24,149.34,581.75,638.75,2644.8,2986.8,1056.06864,1192.6292400000002,50,0,200,131475.5,144357.5,0.05029073857867055,0.05172575030739657,1804.42864,1966.6392400000002,0.03656629075379063,0.038102355333113964
Le Gâvre,1960,1395,2551,1893,757,2996,11.4,8.0,18.7,11.3,7.9,14.8,45.75,44062,Loire-Atlantique,"Le Gâvre, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,536.75,6498.0,6441.0,194.94,193.23,98000,94650,4732.5,4900.0,7572.0,7840.0,129.96,128.82,490.0,473.25,2599.2,2576.4,1189.134,1178.703,50,0,200,110740.0,106954.5,0.058677984468123535,0.060221870047543584,1934.074,1921.933,0.0412129853711396,0.04225223810124866
Gétigné,2505,1735,3353,2460,1046,3782,12.6,8.6,20.9,12.2,8.4,15.9,34.25,44063,Loire-Atlantique,"Gétigné, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,598.5,579.5,7182.0,6954.0,215.45999999999998,208.62,125250,123000,6150.0,6262.5,9840.0,10020.0,143.64000000000001,139.08,626.25,615.0,2872.8,2781.6,983.9340000000001,952.698,50,0,200,141532.5,138990.0,0.050744528641831384,0.05003237642995899,1749.3940000000002,1711.318,0.03838415911539752,0.03771985034894597
Gorges,3595,2395,4443,2704,1082,3919,12.8,9.4,17.1,13.0,9.2,16.9,38.03,44064,Loire-Atlantique,"Gorges, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,617.5,7296.0,7410.0,218.88,222.29999999999998,179750,135200,6760.0,8987.5,10816.0,14380.0,145.92000000000002,148.20000000000002,898.75,676.0,2918.4,2964.0,1109.86752,1127.2092,50,0,200,203117.5,152776.0,0.03592009551121888,0.048502382573179036,1878.74752,1899.5092,0.026670535429000455,0.03606908676755511
Grand-Auverné,2366,1192,3595,1460,584,2333,11.2,8.1,18.3,10.2,6.4,14.4,31.37,44065,Loire-Atlantique,"Grand-Auverné, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,484.49999999999994,6384.0,5813.999999999999,191.51999999999998,174.41999999999996,118300,73000,3650.0,5915.0,5840.0,9464.0,127.68,116.27999999999999,591.5,365.0,2553.6,2325.5999999999995,801.06432,729.5407199999999,50,0,200,133679.0,82490.0,0.0477561920720532,0.07048127045702508,1542.58432,1453.9607199999998,0.03621672573852288,0.05285536768093101
Guémené-Penfao,2427,1239,3395,1680,672,2855,9.8,6.0,15.2,9.9,6.0,14.1,45.39,44067,Loire-Atlantique,"Guémené-Penfao, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,465.50000000000006,470.25,5586.000000000001,5643.0,167.58,169.29,121350,84000,4200.0,6067.5,6720.0,9708.0,111.72000000000003,112.86,606.75,420.0,2234.4000000000005,2257.2,1014.1941600000002,1024.54308,50,0,200,137125.5,94920.0,0.04073640570134658,0.059450063211125156,1731.7741600000004,1743.8330799999999,0.028107287411896404,0.04107845469869364
Guenrouet,2525,1485,3533,1932,773,3399,11.4,7.9,18.5,10.4,7.4,13.1,42.51,44068,Loire-Atlantique,"Guenrouet, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,494.0,6498.0,5928.0,194.94,177.84,126250,96600,4830.0,6312.5,7728.0,10100.0,129.96,118.56,631.25,483.0,2599.2,2371.2,1104.9199199999998,1007.9971199999999,50,0,200,142662.5,109158.0,0.045548059230701834,0.05430660144011433,1849.8599199999999,1735.83712,0.03258137268027688,0.03840454094065483
Guérande,3986,2470,5646,4354,2206,7412,14.0,9.5,19.9,14.4,8.6,19.5,40.07,44069,Loire-Atlantique,"Guérande, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,665.0,684.0,7980.0,8208.0,239.39999999999998,246.23999999999998,199300,217700,10885.0,9965.0,17416.0,15944.0,159.6,164.16,996.5,1088.5,3192.0,3283.2,1279.0344,1315.5782399999998,50,0,200,225209.0,246001.0,0.03543375264754073,0.03336571802553648,2068.4344,2111.8182399999996,0.02624924225941237,0.024781125930382397
La Haie-Fouassière,3264,2267,4503,2766,1340,4100,13.1,9.6,17.7,13.1,8.7,16.9,41.4,44070,Loire-Atlantique,"La Haie-Fouassière, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,622.25,622.25,7467.0,7467.0,224.01,224.01,163200,138300,6915.0,8160.0,11064.0,13056.0,149.34,149.34,816.0,691.5,2986.8,2986.8,1236.5352,1236.5352,50,0,200,184416.0,156279.0,0.040489979177511716,0.04777993204461252,2010.5452,2010.5452,0.029587751605066805,0.0349148305274541
Haute-Goulaine,3515,2524,4525,3165,1324,4972,13.4,10.7,16.8,14.8,11.6,18.7,41.77,44071,Loire-Atlantique,"Haute-Goulaine, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,636.5,703.0,7638.0,8436.0,229.14,253.07999999999998,175750,158250,7912.5,8787.5,12660.0,14060.0,152.76,168.72,878.75,791.25,3055.2,3374.4,1276.15704,1409.4868800000002,50,0,200,198597.5,178822.5,0.038459698636689785,0.047175271568175144,2055.29704,2212.5668800000003,0.028110640667682124,0.03480229344741294
Herbignac,2768,1454,5536,2872,1149,4725,12.7,8.4,18.3,12.8,7.6,15.5,38.9,44072,Loire-Atlantique,"Herbignac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,608.0,7239.0,7296.0,217.17,218.88,138400,143600,7180.0,6920.0,11488.0,11072.0,144.78,145.92000000000002,692.0,718.0,2895.6,2918.4,1126.3884,1135.2576,50,0,200,156392.0,162268.0,0.046287533889201496,0.04496265437424508,1893.5584,1904.1376,0.034179763670776,0.03322813123967757
Indre,3003,1634,4341,3122,1370,5022,13.4,10.8,19.3,15.5,10.6,21.5,48.63,44074,Loire-Atlantique,"Indre, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,636.5,736.25,7638.0,8835.0,229.14,265.05,150150,156100,7805.0,7507.5,12488.0,12012.0,152.76,176.70000000000002,750.75,780.5,3055.2,3534.0,1485.7437599999998,1718.5842000000002,50,0,200,169669.5,176393.0,0.04501692997268218,0.05008702159382742,2264.8837599999997,2533.6342000000004,0.03166813269326544,0.03572344594173238
Issé,1742,920,2745,1445,615,2673,9.7,5.6,15.2,10.6,7.8,13.9,29.92,44075,Loire-Atlantique,"Issé, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,503.5,5528.999999999999,6042.0,165.86999999999998,181.26,87100,72250,3612.5,4355.0,5780.0,6968.0,110.57999999999998,120.84,435.5,361.25,2211.5999999999995,2416.8,661.7107199999998,723.1065600000001,50,0,200,98423.0,81642.5,0.056175893845950634,0.0740055730777475,1377.58072,1454.36656,0.042179361328144836,0.056191731512386316
Jans,1721,1014,2911,1697,679,2877,11.4,6.6,20.5,10.0,6.6,13.6,34.18,44076,Loire-Atlantique,"Jans, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,475.0,6498.0,5700.0,194.94,171.0,86050,84850,4242.5,4302.5,6788.0,6884.0,129.96,114.0,430.25,424.25,2599.2,2280.0,888.4065599999999,779.304,50,0,200,97236.5,95880.5,0.06682675744190711,0.05944900162181048,1633.34656,1500.304,0.05002908825389643,0.04380135689738789
Joué-sur-Erdre,2536,1329,3895,1927,771,3376,11.8,8.8,18.4,10.9,7.4,15.0,34.27,44077,Loire-Atlantique,"Joué-sur-Erdre, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,560.5,517.75,6726.0,6213.0,201.78,186.39,126800,96350,4817.5,6340.0,7708.0,10144.0,134.52,124.26,634.0,481.75,2690.4,2485.2,922.0000800000001,851.67804,50,0,200,143284.0,108875.5,0.04694173808659725,0.057065179953249355,1673.78008,1588.06804,0.03526018201613578,0.04247908813277551
Juigné-des-Moutiers,1793,847,2914,1427,571,2613,9.7,6.6,15.4,9.8,7.0,12.4,29.15,44078,Loire-Atlantique,"Juigné-des-Moutiers, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,465.50000000000006,5528.999999999999,5586.000000000001,165.86999999999998,167.58,89650,71350,3567.5,4482.5,5708.0,7172.0,110.57999999999998,111.72000000000003,448.25,356.75,2211.5999999999995,2234.4000000000005,644.6813999999998,651.3276000000001,50,0,200,101304.5,80625.5,0.05457802960381818,0.06928329126641077,1360.5513999999998,1368.9076,0.0411477140699574,0.05230469764528594
Le Landreau,2792,1883,3388,2470,1218,3693,12.8,8.4,17.2,12.8,8.8,16.6,43.52,44079,Loire-Atlantique,"Le Landreau, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,608.0,7296.0,7296.0,218.88,218.88,139600,123500,6175.0,6980.0,9880.0,11168.0,145.92000000000002,145.92000000000002,698.0,617.5,2918.4,2918.4,1270.08768,1270.08768,50,0,200,157748.0,139555.0,0.046250982579810834,0.05228046289993193,2038.9676800000002,2038.9676800000002,0.0333255085325963,0.037669967539679695
Lavau-sur-Loire,2227,891,3609,1976,931,3008,12.7,9.6,18.8,13.6,9.0,17.7,33.97,44080,Loire-Atlantique,"Lavau-sur-Loire, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,646.0,7239.0,7752.0,217.17,232.56,111350,98800,4940.0,5567.5,7904.0,8908.0,144.78,155.04,556.75,494.0,2895.6,3100.8,983.6353199999999,1053.34176,50,0,200,125825.5,111644.0,0.057532058287072176,0.06943498978897208,1750.80532,1835.90176,0.043617507420991776,0.052990740568234745
Legé,2212,1428,2990,1939,776,3157,11.3,9.2,19.0,10.2,6.5,12.4,34.28,44081,Loire-Atlantique,"Legé, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,484.49999999999994,6441.0,5813.999999999999,193.23,174.41999999999996,110600,96950,4847.5,5530.0,7756.0,8848.0,128.82,116.27999999999999,553.0,484.75,2576.4,2325.5999999999995,883.1899200000001,797.2156799999998,50,0,200,124978.0,109553.5,0.051537070524412296,0.05306996125180847,1626.4199200000003,1521.6356799999999,0.03852342076205412,0.03918053115601052
Ligné,2889,1473,4716,2446,979,3394,12.8,8.4,17.6,12.7,8.9,15.8,46.44,44082,Loire-Atlantique,"Ligné, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,603.25,7296.0,7239.0,218.88,217.17,144450,122300,6115.0,7222.5,9784.0,11556.0,145.92000000000002,144.78,722.25,611.5,2918.4,2895.6,1355.30496,1344.7166399999999,50,0,200,163228.5,138199.0,0.044698076622648616,0.052380986837820824,2124.18496,2111.8866399999997,0.031684509996722385,0.037099496812567384
La Limouzinière,2261,1689,3135,2155,862,3253,13.3,9.6,18.6,12.3,8.4,14.7,35.83,44083,Loire-Atlantique,"La Limouzinière, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,631.75,584.25,7581.0,7011.0,227.42999999999998,210.32999999999998,113050,107750,5387.5,5652.5,8620.0,9044.0,151.62,140.22,565.25,538.75,3032.4,2804.4,1086.50892,1004.81652,50,0,200,127746.5,121757.5,0.059344091618948464,0.057581668480381085,1863.93892,1765.14652,0.04475317194600243,0.04308443816602673
Le Loroux-Bottereau,2965,1798,3839,2804,1127,3854,12.7,8.6,20.9,13.8,10.1,17.4,34.93,44084,Loire-Atlantique,"Le Loroux-Bottereau, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,655.5,7239.0,7866.0,217.17,235.98,148250,140200,7010.0,7412.5,11216.0,11860.0,144.78,157.32,741.25,701.0,2895.6,3146.4,1011.4330799999999,1099.03752,50,0,200,167522.5,158426.0,0.04321210583652942,0.04965094113339982,1778.6030799999999,1885.01752,0.03259500616335119,0.037752531023948085
Louisfert,1764,908,2779,1585,634,2538,10.6,7.3,17.4,10.1,6.7,14.6,33.53,44085,Loire-Atlantique,"Louisfert, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,503.5,479.75,6042.0,5757.0,181.26,172.70999999999998,88200,79250,3962.5,4410.0,6340.0,7056.0,120.84,115.14,441.0,396.25,2416.8,2302.8,810.3530400000001,772.1288400000001,50,0,200,99666.0,89552.5,0.06062247908012763,0.06428631249825521,1541.6130400000002,1494.8388400000001,0.04515468625208195,0.047593994137517096
Lusanger,1728,933,2751,1619,648,2829,10.8,6.2,19.4,10.2,6.9,14.3,32.19,44086,Loire-Atlantique,"Lusanger, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,513.0,484.49999999999994,6156.0,5813.999999999999,184.68,174.41999999999996,86400,80950,4047.5,4320.0,6476.0,6912.0,123.12,116.27999999999999,432.0,404.75,2462.4,2325.5999999999995,792.64656,748.6106399999999,50,0,200,97632.0,91473.5,0.06305309734513274,0.06355939151776197,1527.32656,1473.03064,0.047409388725008196,0.04745603218418448
Machecoul-Saint-Même,2705,1425,3705,2393,1060,3789,12.8,8.0,22.0,12.7,8.8,15.5,37.2,44087,Loire-Atlantique,"Machecoul-Saint-Même, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,603.25,7296.0,7239.0,218.88,217.17,135250,119650,5982.5,6762.5,9572.0,10820.0,145.92000000000002,144.78,676.25,598.25,2918.4,2895.6,1085.6448,1077.1632,50,0,200,152832.5,135204.5,0.04773853728755337,0.053541117344467086,1854.5248000000001,1844.3332,0.035604175813390475,0.03990005362247558
Maisdon-sur-Sèvre,2437,1822,3083,2516,1006,3586,13.2,9.6,18.5,13.2,9.7,17.5,41.57,44088,Loire-Atlantique,"Maisdon-sur-Sèvre, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,627.0,7524.0,7524.0,225.72,225.72,121850,125800,6290.0,6092.5,10064.0,9748.0,150.48,150.48,609.25,629.0,3009.6,3009.6,1251.09072,1251.09072,50,0,200,137690.5,142154.0,0.05464429281613474,0.05292851414662971,2026.81072,2026.81072,0.03992424517305116,0.038670661958158055
Malville,2576,1414,3785,2413,1125,3781,12.8,8.8,17.3,12.0,7.6,15.1,40.0,44089,Loire-Atlantique,"Malville, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,570.0,7296.0,6840.0,218.88,205.2,128800,120650,6032.5,6440.0,9652.0,10304.0,145.92000000000002,136.8,644.0,603.25,2918.4,2736.0,1167.36,1094.4,50,0,200,145544.0,136334.5,0.05012917056010553,0.05017071981046617,1936.2399999999998,1849.6000000000001,0.03682570219315121,0.03660408774008046
La Marne,2679,1428,3658,2054,947,3223,11.2,9.0,18.8,11.4,7.3,14.6,36.12,44090,Loire-Atlantique,"La Marne, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,541.5,6384.0,6498.0,191.51999999999998,194.94,133950,102700,5135.0,6697.5,8216.0,10716.0,127.68,129.96,669.75,513.5,2553.6,2599.2,922.3603199999999,938.8310399999999,50,0,200,151363.5,116051.0,0.042176614573526644,0.055992623932581365,1663.8803199999998,1683.7710399999999,0.031184001955557317,0.041483735254327844
Massérac,1688,1180,2685,1458,583,2752,9.8,5.6,16.0,9.9,6.0,13.8,39.23,44092,Loire-Atlantique,"Massérac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,465.50000000000006,470.25,5586.000000000001,5643.0,167.58,169.29,84400,72900,3645.0,4220.0,5832.0,6752.0,111.72000000000003,112.86,422.0,364.5,2234.4000000000005,2257.2,876.5551200000002,885.4995599999999,50,0,200,95372.0,82377.0,0.058570649666568816,0.06850213044903311,1594.1351200000004,1604.7895599999997,0.04185573208069455,0.04902109132403463
Mauves-sur-Loire,3011,1543,5233,2834,1302,4378,13.1,8.7,18.0,13.4,9.6,18.3,46.22,44094,Loire-Atlantique,"Mauves-sur-Loire, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,622.25,636.5,7467.0,7638.0,224.01,229.14,150550,141700,7085.0,7527.5,11336.0,12044.0,149.34,152.76,752.75,708.5,2986.8,3055.2,1380.4989600000001,1412.1134399999999,50,0,200,170121.5,160121.0,0.04389215942723289,0.04770142579674121,2154.50896,2191.25344,0.031227628724176545,0.0340164410664435
La Meilleraye-de-Bretagne,1782,979,2831,1553,621,2577,10.0,5.6,17.7,10.2,7.5,13.1,36.32,44095,Loire-Atlantique,"La Meilleraye-de-Bretagne, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,475.0,484.49999999999994,5700.0,5813.999999999999,171.0,174.41999999999996,89100,77650,3882.5,4455.0,6212.0,7128.0,114.0,116.27999999999999,445.5,388.25,2280.0,2325.5999999999995,828.096,844.6579199999999,50,0,200,100683.0,87744.5,0.056613330949614134,0.06626056334015236,1549.096,1569.0779199999997,0.041227456472294234,0.048378212651505215
Mésanger,2428,1349,4669,2454,1093,3609,12.1,9.1,20.6,11.5,8.1,15.8,39.75,44096,Loire-Atlantique,"Mésanger, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,574.75,546.25,6897.0,6555.0,206.91,196.65,121400,122700,6135.0,6070.0,9816.0,9712.0,137.94,131.1,607.0,613.5,2758.8,2622.0,1096.623,1042.245,50,0,200,137182.0,138651.0,0.050276275313087725,0.04727697600450051,1853.533,1788.895,0.03676478692539838,0.0343748332143295
Mesquer,4211,2018,7353,4567,1827,9100,12.7,8.3,18.1,12.7,7.7,15.9,38.89,44097,Loire-Atlantique,"Mesquer, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,603.25,7239.0,7239.0,217.17,217.17,210550,228350,11417.5,10527.5,18268.0,16844.0,144.78,144.78,1052.75,1141.75,2895.6,2895.6,1126.0988399999999,1126.0988399999999,50,0,200,237921.5,258035.5,0.03042600185355254,0.028054279353034756,1893.2688399999997,1893.2688399999997,0.022468466111721725,0.020717037616917053
Missillac,2659,1463,5318,2452,981,4450,11.7,9.6,20.1,11.1,7.8,13.5,36.43,44098,Loire-Atlantique,"Missillac, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,527.25,6669.0,6327.0,200.07,189.81,132950,122600,6130.0,6647.5,9808.0,10636.0,133.38,126.54,664.75,613.0,2667.6,2530.8,971.8066799999999,921.97044,50,0,200,150233.5,138538.0,0.04439089816851768,0.045669780132526816,1721.8766799999999,1661.78044,0.03292956178215911,0.03367465648414153
Moisdon-la-Rivière,1752,927,2715,1546,618,3091,11.2,8.2,18.3,8.7,5.2,11.7,30.11,44099,Loire-Atlantique,"Moisdon-la-Rivière, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,413.24999999999994,6384.0,4958.999999999999,191.51999999999998,148.76999999999995,87600,77300,3865.0,4380.0,6184.0,7008.0,127.68,99.17999999999998,438.0,386.5,2553.6,1983.5999999999997,768.8889599999999,597.2619599999999,50,0,200,98988.0,87349.0,0.06449266577767002,0.05677225841165897,1510.4089599999998,1296.0319599999998,0.04923416010021417,0.04193485947177414
Monnières,2836,2115,3666,2499,1055,3545,12.8,9.4,17.0,12.3,8.2,16.0,50.78,44100,Loire-Atlantique,"Monnières, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,584.25,7296.0,7011.0,218.88,210.32999999999998,141800,124950,6247.5,7090.0,9996.0,11344.0,145.92000000000002,140.22,709.0,624.75,2918.4,2804.4,1481.9635200000002,1424.07432,50,0,200,160234.0,141193.5,0.04553340739168965,0.049655260334222184,2250.8435200000004,2184.4043199999996,0.03148617946253604,0.03418426258999175
Montbert,2421,1870,3239,2310,1007,3238,13.9,10.1,19.5,12.4,8.9,16.0,39.96,44102,Loire-Atlantique,"Montbert, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,660.25,589.0,7923.0,7068.0,237.69,212.04,121050,115500,5775.0,6052.5,9240.0,9684.0,158.46,141.36,605.25,577.5,3169.2,2827.2,1266.41232,1129.74912,50,0,200,136786.5,130515.0,0.05792238269127436,0.05415469486265946,2054.10232,1891.78912,0.04290553292905367,0.03965989257939701
Montoir-de-Bretagne,2571,1277,3331,2540,1092,3749,12.2,8.1,18.8,14.0,11.6,17.3,26.39,44103,Loire-Atlantique,"Montoir-de-Bretagne, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,579.5,665.0,6954.0,7980.0,208.62,239.39999999999998,128550,127000,6350.0,6427.5,10160.0,10284.0,139.08,159.6,642.75,635.0,2781.6,3192.0,734.06424,842.3688000000001,50,0,200,145261.5,143510.0,0.04787228549891059,0.05560588112326667,1492.68424,1631.7688,0.03759644337969799,0.04423546233711936
Montrelais,1967,933,3420,1858,743,2552,11.5,8.5,17.0,11.4,8.9,16.4,34.89,44104,Loire-Atlantique,"Montrelais, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,541.5,6555.0,6498.0,196.65,194.94,98350,92900,4645.0,4917.5,7432.0,7868.0,131.1,129.96,491.75,464.5,2622.0,2599.2,914.8158,906.8608799999998,50,0,200,111135.5,104977.0,0.05898205343927008,0.06189927317412386,1661.4658,1651.8008799999998,0.044032142744667546,0.04616438953294531
Mouais,1739,1093,2726,1873,797,3106,10.9,7.2,17.2,10.1,6.8,13.7,30.08,44105,Loire-Atlantique,"Mouais, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,517.75,479.75,6213.0,5757.0,186.39,172.70999999999998,86950,93650,4682.5,4347.5,7492.0,6956.0,124.26,115.14,434.75,468.25,2485.2,2302.8,747.5481599999999,692.68224,50,0,200,98253.5,105824.5,0.06323438859684388,0.054401390982239464,1483.93816,1415.39224,0.048131230337850564,0.04102648970701492
Les Moutiers-en-Retz,3824,2829,5186,3947,2006,6456,13.6,9.0,19.3,13.6,9.6,16.7,39.14,44106,Loire-Atlantique,"Les Moutiers-en-Retz, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,646.0,646.0,7752.0,7752.0,232.56,232.56,191200,197350,9867.5,9560.0,15788.0,15296.0,155.04,155.04,956.0,986.75,3100.8,3100.8,1213.65312,1213.65312,50,0,200,216056.0,223005.5,0.035879586773799384,0.034761474492781566,1996.21312,1996.21312,0.026640254748768837,0.025810066926600463
