ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,prix_global,min_global,max_global,loyer_global,loyer_min_global,loyer_max_global,ratio_m2_apt,ratio_m2_msn,ratio_m2_glb,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo,INDICE_TENSION_LOG,CROI_POP_16_22,
Bazougers,2122,1436,3482,1461,584,2839,10.7,8.8,17,10,7.5,11.9,1791.5,1010,3160.5,10.35,8.15,14.45,6.05,8.21,6.93,0.4608,53025,53170,Mayenne,"Bazougers, Mayenne, France",0.33,-2.95,
Beaulieu-sur-Oudon,2652,1839,4618,1397,559,2221,10.8,8.8,17.1,10.1,7.6,13.8,2024.5,1199,3419.5,10.45,8.2,15.45,4.89,8.68,6.19,0.4379,53026,53320,Mayenne,"Beaulieu-sur-Oudon, Mayenne, France",0.306,-0.79,
Beaumont-Pied-de-Bœuf,2944,1909,4131,1498,599,2996,10.1,8.6,11.6,9.5,6.9,13.6,2221,1254,3563.5,9.8,7.75,12.6,4.12,7.61,5.29,0.4255,53027,53290,Mayenne,"Beaumont-Pied-de-Bœuf, Mayenne, France",0.249,10.33,
Belgeard,2027,1561,3346,1498,599,2310,10.1,6.9,16,8.5,7.1,11.3,1762.5,1080,2828,9.3,7,13.65,5.98,6.81,6.33,0.5053,53028,53440,Mayenne,"Belgeard, Mayenne, France",0.31,-8.79,
Bierné-les-Villages,1953,1453,2665,1442,577,2303,9.6,6.3,14.5,9.2,7,14,1697.5,1015,2484,9.4,6.65,14.25,5.90,7.66,6.65,0.4711,53029,53290,Mayenne,"Bierné-les-Villages, Mayenne, France",0.319,2.07,
Le Bignon-du-Maine,1903,1152,3492,1534,625,2662,10.7,8.7,16.9,10,7.8,12.6,1718.5,888.5,3077,10.35,8.25,14.75,6.75,7.82,7.23,0.5312,53030,53170,Mayenne,"Le Bignon-du-Maine, Mayenne, France",0.244,-4.48,72181
La Bigottière,2151,1647,2910,1478,591,2586,9.8,6.7,15.7,9.2,6.9,13.1,1814.5,1119,2748,9.5,6.8,14.4,5.47,7.47,6.28,0.4798,53031,53240,Mayenne,"La Bigottière, Mayenne, France",0.32,-1.8,
La Boissière,1842,903,3387,1504,602,2598,10.7,8.8,17,10.9,8.3,13.5,1673,752.5,2992.5,10.8,8.55,15.25,6.97,8.70,7.75,0.456,53033,53800,Mayenne,"La Boissière, Mayenne, France",0.197,1.75,
Bonchamp-lès-Laval,3143,1889,4349,2181,1319,3138,11.8,9,16.4,10.7,7.8,13.5,2662,1604,3743.5,11.25,8.4,14.95,4.51,5.89,5.07,0.4357,53034,53960,Mayenne,"Bonchamp-lès-Laval, Mayenne, France",0.448,5.82,
Bouchamps-lès-Craon,1837,904,3373,1426,570,2851,10,6.8,15,8.4,6.4,12.2,1631.5,737,3112,9.2,6.6,13.6,6.53,7.07,6.77,0.5997,53035,53800,Mayenne,"Bouchamps-lès-Craon, Mayenne, France",0.347,10.49,
Bouère,1827,1025,2234,1351,541,2703,9.5,6.5,15,9.3,7.4,12.9,1589,783,2468.5,9.4,6.95,13.95,6.24,8.26,7.10,0.5107,53036,53290,Mayenne,"Bouère, Mayenne, France",0.298,-3.27,
Bouessay,1838,1038,2261,1600,640,2592,10.1,6.9,17.9,8.9,6.6,12.3,1719,839,2426.5,9.5,6.75,15.1,6.59,6.68,6.63,0.4564,53037,53290,Mayenne,"Bouessay, Mayenne, France",0.303,-3.23,
Boulay-les-Ifs,1431,970,2364,1359,543,2280,9.4,5.9,16.8,7.8,6.6,12.1,1395,756.5,2322,8.6,6.25,14.45,7.88,6.89,7.40,0.4107,53038,53370,Mayenne,"Boulay-les-Ifs, Mayenne, France",0.161,-17.07,
Le Bourgneuf-la-Forêt,1994,1271,3347,1553,631,2732,9.9,5.8,16.2,8.8,6.8,12,1773.5,951,3039.5,9.35,6.3,14.1,5.96,6.80,6.33,0.4423,53039,53410,Mayenne,"Le Bourgneuf-la-Forêt, Mayenne, France",0.338,-4.06,
Bourgon,2124,1168,2957,1326,530,2498,10.3,6.8,15,8.3,6.4,10.3,1725,849,2727.5,9.3,6.6,12.65,5.82,7.51,6.47,0.4404,53040,53410,Mayenne,"Bourgon, Mayenne, France",0.275,-4.63,
Brains-sur-les-Marches,1966,1148,2812,1503,611,3006,10.6,7.4,15.6,8,6.5,12,1734.5,879.5,2909,9.3,6.95,13.8,6.47,6.39,6.43,0.5241,53041,53350,Mayenne,"Brains-sur-les-Marches, Mayenne, France",0.273,4.15,
Brecé,1902,1446,3063,1241,496,2482,9.7,6.6,14.6,9.2,6.9,12.4,1571.5,971,2772.5,9.45,6.75,13.5,6.12,8.90,7.22,0.4709,53042,53120,Mayenne,"Brecé, Mayenne, France",0.314,2.33,
Brée,2108,1617,3411,1238,501,2476,9.3,6.4,16,8.2,6.5,11,1673,1059,2943.5,8.75,6.45,13.5,5.29,7.95,6.28,0.4737,53043,53150,Mayenne,"Brée, Mayenne, France",0.304,9.16,
La Brûlatte,2135,1418,3278,1677,692,3354,10,6.7,15,9.1,7.2,11.7,1906,1055,3316,9.55,6.95,13.35,5.62,6.51,6.01,0.5014,53045,53410,Mayenne,"La Brûlatte, Mayenne, France",0.324,-4.26,
Le Buret,1825,1053,2250,1345,538,2395,10.8,8.5,15,10.1,7.7,12.5,1585,795.5,2322.5,10.45,8.1,13.75,7.10,9.01,7.91,0.4985,53046,53170,Mayenne,"Le Buret, Mayenne, France",0.298,1.29,
Carelles,1619,965,2479,1011,439,1791,10,5.9,15.8,8.1,5.8,11.3,1315,702,2135,9.05,5.85,13.55,7.41,9.61,8.26,0.4433,53047,53120,Mayenne,"Carelles, Mayenne, France",0.208,-4.15,
Chailland,2129,1562,3175,1426,576,2852,9.8,5.8,15.4,8.1,5.8,12.2,1777.5,1069,3013.5,8.95,5.8,13.8,5.52,6.82,6.04,0.4906,53048,53420,Mayenne,"Chailland, Mayenne, France",0.291,-2.01,
Châlons-du-Maine,2152,1481,3492,1570,628,2450,10.7,8.8,17,9.8,8,13.2,1861,1054.5,2971,10.25,8.4,15.1,5.97,7.49,6.61,0.4333,53049,53470,Mayenne,"Châlons-du-Maine, Mayenne, France",0.333,-2.4,
Champéon,1929,1481,3265,1117,447,2235,9.8,7.2,15.8,8.1,6.8,10.8,1523,964,2750,8.95,7,13.3,6.10,8.70,7.05,0.4063,53051,53640,Mayenne,"Champéon, Mayenne, France",0.26,7.59,
Champfrémont,1428,967,2339,1411,564,2345,10,6.4,16.9,8.9,7.6,13.4,1419.5,765.5,2342,9.45,7,15.15,8.40,7.57,7.99,0.4903,53052,53370,Mayenne,"Champfrémont, Mayenne, France",0.203,-7.54,
Champgenéteux,1925,1465,3149,1036,414,2060,10.1,6.7,17,7.9,6.5,10.9,1480.5,939.5,2604.5,9,6.6,13.95,6.30,9.15,7.29,0.4587,53053,53160,Mayenne,"Champgenéteux, Mayenne, France",0.19,-4.99,
Changé,2964,2268,3639,2194,1071,3259,11.8,7.9,17.2,11.6,8.5,14.6,2579,1669.5,3449,11.7,8.2,15.9,4.78,6.34,5.44,0.388,53054,53810,Mayenne,"Changé, Mayenne, France",0.446,8.94,
Chantrigné,1808,1383,2967,1059,423,2045,11.4,8.3,15.2,9.6,7.6,12,1433.5,903,2506,10.5,7.95,13.6,7.57,10.88,8.79,0.4216,53055,53300,Mayenne,"Chantrigné, Mayenne, France",0.285,-2.12,
La Chapelle-Anthenaise,2167,1483,3536,1820,968,2506,10,6.5,16,8.5,6.9,11.5,1993.5,1225.5,3021,9.25,6.7,13.75,5.54,5.60,5.57,0.5011,53056,53950,Mayenne,"La Chapelle-Anthenaise, Mayenne, France",0.343,-4.56,
La Chapelle-au-Riboul,1591,758,2711,1159,463,2317,9.5,5.2,14.7,8,6.3,12,1375,610.5,2514,8.75,5.75,13.35,7.17,8.28,7.64,0.4481,53057,53440,Mayenne,"La Chapelle-au-Riboul, Mayenne, France",0.232,0.4,
La Chapelle-Craonnaise,2039,1318,3617,1484,593,2601,10.3,6.7,16.4,8.7,6.7,11.8,1761.5,955.5,3109,9.5,6.7,14.1,6.06,7.04,6.47,0.5898,53058,53230,Mayenne,"La Chapelle-Craonnaise, Mayenne, France",0.287,-8.96,
La Chapelle-Rainsouin,2136,1463,3481,1601,661,3021,10.2,6.6,16.3,8.3,6.9,11.4,1868.5,1062,3251,9.25,6.75,13.85,5.73,6.22,5.94,0.4353,53059,53150,Mayenne,"La Chapelle-Rainsouin, Mayenne, France",0.288,-0.48,
Charchigné,1456,974,2632,972,389,1551,10.5,6.9,17.6,8.2,6.3,10.6,1214,681.5,2091.5,9.35,6.6,14.1,8.65,10.12,9.24,0.3793,53061,53250,Mayenne,"Charchigné, Mayenne, France",0.235,-8.08,
Château-Gontier-su-Mayenne,1909,1199,3654,1819,825,3194,10.4,7,18.1,10.4,7.5,13.9,1864,1012,3424,10.4,7.25,16,6.54,6.86,6.70,0.4361,53062,53200,Mayenne,"Château-Gontier-sur-Mayenne, Mayenne, France",0.438,-1.89,
Châtelain,1829,1000,2317,1442,577,2388,10.6,7.2,16.9,9.6,7.5,14.6,1635.5,788.5,2352.5,10.1,7.35,15.75,6.95,7.99,7.41,0.4719,53063,53200,Mayenne,"Châtelain, Mayenne, France",0.312,-3.13,
Châtillon-sur-Colmont,1612,855,3031,1161,464,2322,9.6,5.6,15.1,7.5,5.5,11.6,1386.5,659.5,2676.5,8.55,5.55,13.35,7.15,7.75,7.40,0.4438,53064,53100,Mayenne,"Châtillon-sur-Colmont, Mayenne, France",0.259,-8.22,
Chemazé,1849,878,3451,1699,679,2951,10,7,12.1,8.9,6.8,12.7,1774,778.5,3201,9.45,6.9,12.4,6.49,6.29,6.39,0.5237,53066,53200,Mayenne,"Chemazé, Mayenne, France",0.35,-0.07,
Chémeré-le-Roi,1818,1059,2244,1098,439,2196,11,8.2,14.8,9.9,7,11.7,1458,749,2220,10.45,7.6,13.25,7.26,10.82,8.60,0.5328,53067,53340,Mayenne,"Chémeré-le-Roi, Mayenne, France",0.281,6.65,
Chérancé,1844,903,3393,1211,539,2422,10.7,8.8,17,10.5,8,13.1,1527.5,721,2907.5,10.6,8.4,15.05,6.96,10.40,8.33,0.6678,53068,53400,Mayenne,"Chérancé, Mayenne, France",0.19,-3.73,
Chevaigné-du-Maine,1840,938,2820,925,370,1850,10.6,7.1,17.7,9.6,7.2,13.1,1382.5,654,2335,10.1,7.15,15.4,6.91,12.45,8.77,0.4312,53069,53250,Mayenne,"Chevaigné-du-Maine, Mayenne, France",0.143,-13.14,
Colombiers-du-Plessis,1906,1447,3035,1120,448,2239,9.6,5.9,17,8.4,5.9,12.5,1513,947.5,2637,9,5.9,14.75,6.04,9.00,7.14,0.4599,53071,53120,Mayenne,"Colombiers-du-Plessis, Mayenne, France",0.259,-1.04,
Commer,2064,1569,3461,1583,633,2993,10.9,8.9,15.4,9.7,7.6,11.5,1823.5,1101,3227,10.3,8.25,13.45,6.34,7.35,6.78,0.5062,53072,53470,Mayenne,"Commer, Mayenne, France",0.369,7.06,
Congrier,1859,918,3170,1083,433,2166,9.7,5.5,17.4,9.3,6.8,11.5,1471,675.5,2668,9.5,6.15,14.45,6.26,10.30,7.75,0.4697,53073,53800,Mayenne,"Congrier, Mayenne, France",0.292,1.66,
Contest,2067,1589,3400,1368,547,2735,10.8,8.9,17.2,9.9,7.5,11.9,1717.5,1068,3067.5,10.35,8.2,14.55,6.27,8.68,7.23,0.4496,53074,53100,Mayenne,"Contest, Mayenne, France",0.331,-1.29,
Cosmes,2048,1318,3647,1299,555,2598,10.9,7.5,16.8,10.6,7.5,13.5,1673.5,936.5,3122.5,10.75,7.5,15.15,6.39,9.79,7.71,0.6106,53075,53230,Mayenne,"Cosmes, Mayenne, France",0.293,3.83,
Cossé-en-Champagne,1815,1049,2224,1234,493,2467,10.4,7.2,16.8,8.9,6.6,12.2,1524.5,771,2345.5,9.65,6.9,14.5,6.88,8.65,7.60,0.5001,53076,53340,Mayenne,"Cossé-en-Champagne, Mayenne, France",0.245,-2.54,
Cossé-le-Vivien,2043,1325,3617,1533,613,2451,10.3,7.2,16,9,7.4,12.9,1788,969,3034,9.65,7.3,14.45,6.05,7.05,6.48,0.4431,53077,53230,Mayenne,"Cossé-le-Vivien, Mayenne, France",0.388,3.55,
Coudray,1869,940,3329,1649,743,2483,10.6,6.9,17,9.9,7.4,15,1759,841.5,2906,10.25,7.15,16,6.81,7.20,6.99,0.5077,53078,53200,Mayenne,"Coudray, Mayenne, France",0.348,0,
Couesmes-Vaucé,1548,808,2928,1018,407,2036,10.3,5.9,12,8.4,6.1,10.8,1283,607.5,2482,9.35,6,11.4,7.98,9.90,8.75,0.4152,53079,53300,Mayenne,"Couesmes-Vaucé, Mayenne, France",0.195,3.01,
Couptrain,1840,938,2812,932,373,1864,9.7,6.1,13.6,9.2,6.6,13.9,1386,655.5,2338,9.45,6.35,13.75,6.33,11.85,8.18,0.4812,53080,53250,Mayenne,"Couptrain, Mayenne, France",0.094,-10.24,
Courbeveille,2058,1320,3681,1646,659,2858,10.2,7,16.3,8.9,6.9,11.4,1852,989.5,3269.5,9.55,6.95,13.85,5.95,6.49,6.19,0.5617,53082,53230,Mayenne,"Courbeveille, Mayenne, France",0.317,-1.09,
Courcité,1860,1356,2903,976,391,1953,10.6,6.9,17.6,8.2,6.4,12,1418,873.5,2428,9.4,6.65,14.8,6.84,10.08,7.95,0.4799,53083,53700,Mayenne,"Courcité, Mayenne, France",0.238,-10.42,
Craon,2011,1105,3930,1436,575,2408,9.6,6.5,16.3,9.1,7,11.9,1723.5,840,3169,9.35,6.75,14.1,5.73,7.60,6.51,0.5085,53084,53400,Mayenne,"Craon, Mayenne, France",0.331,-2.17,
Crennes-sur-Fraubée,1296,661,2261,1418,726,2693,10.3,5.6,15.3,8.4,6.1,12.2,1357,693.5,2477,9.35,5.85,13.75,9.54,7.11,8.27,0.3992,53085,53700,Mayenne,"Crennes-sur-Fraubée, Mayenne, France",0.201,2.07,
La Croixille,2091,1169,2911,1392,562,2784,10.3,6.8,15,8.2,6.2,11.7,1741.5,865.5,2847.5,9.25,6.5,13.35,5.91,7.07,6.37,0.5003,53086,53380,Mayenne,"La Croixille, Mayenne, France",0.275,-8.53,
La Cropte,1819,1057,2245,1364,546,2728,10.7,8.8,14.4,9.9,7.3,11.6,1591.5,801.5,2486.5,10.3,8.05,13,7.06,8.71,7.77,0.4653,53087,53170,Mayenne,"La Cropte, Mayenne, France",0.259,4.63,
Cuillé,2102,1299,2997,1337,535,2673,10.3,6.5,16.9,8.6,6.8,12.6,1719.5,917,2835,9.45,6.65,14.75,5.88,7.72,6.59,0.5573,53088,53540,Mayenne,"Cuillé, Mayenne, France",0.316,-4.16,
Daon,1872,942,3327,1473,589,2810,9.8,6.6,15.8,9.1,7,13.9,1672.5,765.5,3068.5,9.45,6.8,14.85,6.28,7.41,6.78,0.4452,53089,53200,Mayenne,"Daon, Mayenne, France",0.301,8.78,
Denazé,2647,1854,4528,1506,603,2791,10.5,6.3,13.9,9,6.6,11.6,2076.5,1228.5,3659.5,9.75,6.45,12.75,4.76,7.17,5.63,0.5722,53090,53400,Mayenne,"Denazé, Mayenne, France",0.303,16.46,
Désertines,1535,1023,2659,1014,405,2027,9.9,5.8,15.6,8.5,6.1,10.7,1274.5,714,2343,9.2,5.95,13.15,7.74,10.06,8.66,0.4396,53091,53190,Mayenne,"Désertines, Mayenne, France",0.269,-4.75,
La Dorée,1376,758,2068,1128,451,2255,10.4,6.1,18.4,8.9,5.9,10.8,1252,604.5,2161.5,9.65,6,14.6,9.07,9.47,9.25,0.4453,53093,53190,Mayenne,"La Dorée, Mayenne, France",0.219,1.05,
Entrammes,1930,1158,3566,1810,724,3286,10.8,8.8,17.1,9.9,7.6,12.3,1870,941,3426,10.35,8.2,14.7,6.72,6.56,6.64,0.4184,53094,53260,Mayenne,"Entrammes, Mayenne, France",0.397,1.29,
Ernée,1932,1412,2969,1255,502,2509,9.4,5.8,16.9,8.4,6.3,12,1593.5,957,2739,8.9,6.05,14.45,5.84,8.03,6.70,0.5462,53096,53500,Mayenne,"Ernée, Mayenne, France",0.356,-3.84,
Évron,1495,875,2673,1476,662,2333,10.2,7.1,17.9,10,7.6,13.6,1485.5,768.5,2503,10.1,7.35,15.75,8.19,8.13,8.16,0.5014,53097,53600,Mayenne,"Évron, Mayenne, France",0.348,-4.31,
Fontaine-Couverte,2005,1160,2880,1389,556,2778,10.4,7,15.9,9.4,6.6,12.9,1697,858,2829,9.9,6.8,14.4,6.22,8.12,7.00,0.4285,53098,53350,Mayenne,"Fontaine-Couverte, Mayenne, France",0.265,-3.64,
Forcé,2647,1879,3666,1731,692,2566,10.8,8.8,14.6,9.8,7.9,13,2189,1285.5,3116,10.3,8.35,13.8,4.90,6.79,5.65,0.5328,53099,53260,Mayenne,"Forcé, Mayenne, France",0.369,2.72,
Fougerolles-du-Plessis,1399,850,2045,1044,418,2088,9.5,6.3,14.5,7,5.1,9.1,1221.5,634,2066.5,8.25,5.7,11.8,8.15,8.05,8.10,0.4246,53100,53190,Mayenne,"Fougerolles-du-Plessis, Mayenne, France",0.273,-3.42,
Fromentières,1868,1176,3421,1591,636,3182,10.2,7,16.3,9.2,7.3,14.2,1729.5,906,3301.5,9.7,7.15,15.25,6.55,6.94,6.73,0.4793,53101,53200,Mayenne,"Fromentières, Mayenne, France",0.336,1.09,
Gastines,2009,1169,2880,1281,512,2562,9.8,6.1,14.4,9.9,6.5,12.3,1645,840.5,2721,9.85,6.3,13.35,5.85,9.27,7.19,0.528,53102,53540,Mayenne,"Gastines, Mayenne, France",0.243,2.47,
Le Genest-Saint-Isle,2022,1342,3559,1626,651,2573,10.8,8.9,17.2,10,7.6,13.2,1824,996.5,3066,10.4,8.25,15.2,6.41,7.38,6.84,0.5139,53103,53940,Mayenne,"Le Genest-Saint-Isle, Mayenne, France",0.396,-0.19,
Gennes-Longuefuye,1829,1036,2321,1441,576,2882,10.5,6.8,16.8,9,7,13.6,1635,806,2601.5,9.75,6.9,15.2,6.89,7.49,7.16,0.5186,53104,53200,Mayenne,"Gennes-Longuefuye, Mayenne, France",0.354,1.73,
Gesnes,2137,1499,3411,1505,659,2268,10,6.5,16,8.4,6.9,11.2,1821,1079,2839.5,9.2,6.7,13.6,5.62,6.70,6.06,0.4361,53105,53150,Mayenne,"Gesnes, Mayenne, France",0.273,3.93,
Gesvres,1782,1301,2696,1218,487,2352,9.3,6.7,13.7,8.5,7.2,11.8,1500,894,2524,8.9,6.95,12.75,6.26,8.37,7.12,0.4463,53106,53370,Mayenne,"Gesvres, Mayenne, France",0.256,2.85,
Gorron,1580,852,2953,1033,413,2067,9.4,6.2,14.8,7.7,5.8,10.8,1306.5,632.5,2510,8.55,6,12.8,7.14,8.94,7.85,0.467,53107,53120,Mayenne,"Gorron, Mayenne, France",0.291,-4.51,
La Gravelle,2027,1333,3096,1546,618,2496,10.4,6.7,16.7,9.1,7,13.4,1786.5,975.5,2796,9.75,6.85,15.05,6.16,7.06,6.55,0.3678,53108,53410,Mayenne,"La Gravelle, Mayenne, France",0.314,7.14,
Grazay,1990,1530,3330,1391,556,2451,9.4,6,14.3,8.5,6.2,12.7,1690.5,1043,2890.5,8.95,6.1,13.5,5.67,7.33,6.35,0.4149,53109,53440,Mayenne,"Grazay, Mayenne, France",0.292,0.48,
Grez-en-Bouère,1828,1031,2243,1159,464,2215,10.6,7.3,17.1,9.7,7.2,14.3,1493.5,747.5,2229,10.15,7.25,15.7,6.96,10.04,8.16,0.4718,53110,53290,Mayenne,"Grez-en-Bouère, Mayenne, France",0.3,-3.93,
La Haie-Traversaine,1933,1487,3257,1511,605,3023,10.9,7.2,17.9,7.6,5.2,10.5,1722,1046,3140,9.25,6.2,14.2,6.77,6.04,6.45,0.4414,53111,53300,Mayenne,"La Haie-Traversaine, Mayenne, France",0.272,-2.71,
Le Ham,1796,1354,2910,1024,410,2048,9.6,6.4,16.2,8.6,6.7,11.5,1410,882,2479,9.1,6.55,13.85,6.41,10.08,7.74,0.4753,53112,53250,Mayenne,"Le Ham, Mayenne, France",0.199,-13.82,
Hambers,2002,1545,3291,1253,501,2505,9.7,6.7,15.8,8.6,6.6,13.6,1627.5,1023,2898,9.15,6.65,14.7,5.81,8.24,6.75,0.4727,53113,53160,Mayenne,"Hambers, Mayenne, France",0.224,2.8,
Hardanges,1860,1421,3102,927,371,1676,9.4,6.8,14.6,8.3,6.8,11.4,1393.5,896,2389,8.85,6.8,13,6.06,10.74,7.62,0.3932,53114,53640,Mayenne,"Hardanges, Mayenne, France",0.172,-14.85,
Hercé,1868,1428,2968,1408,630,2815,9.6,6,17.1,8.8,6.3,11,1638,1029,2891.5,9.2,6.15,14.05,6.17,7.50,6.74,0.4747,53115,53120,Mayenne,"Hercé, Mayenne, France",0.273,-1.93,
Le Horps,1831,1398,3070,1067,427,1995,9.5,5.2,14.6,8.4,6.4,12.5,1449,912.5,2532.5,8.95,5.8,13.55,6.23,9.45,7.41,0.4624,53116,53640,Mayenne,"Le Horps, Mayenne, France",0.273,-4.63,
Houssay,1922,1161,3535,1591,731,2445,10.7,8.7,14.5,9.9,7.3,12,1756.5,946,2990,10.3,8,13.25,6.68,7.47,7.04,0.4856,53117,53360,Mayenne,"Houssay, Mayenne, France",0.322,2.06,
Le Housseau-Brétignolles,1433,953,2620,1234,494,2468,9.6,5.6,16.7,8.4,6.7,13.1,1333.5,723.5,2544,9,6.15,14.9,8.04,8.17,8.10,0.4015,53118,53110,Mayenne,"Le Housseau-Brétignolles, Mayenne, France",0.211,-11.28,
L'Huisserie,2677,2095,3738,2180,1015,3223,12.1,8.9,16.6,12.4,9.5,16.2,2428.5,1555,3480.5,12.25,9.2,16.4,5.42,6.83,6.05,0.4573,53119,53970,Mayenne,"L'Huisserie, Mayenne, France",0.434,8.09,
Izé,1937,1365,3286,1143,457,2248,9.6,5.3,14.8,8.6,6.3,12.4,1540,911,2767,9.1,5.8,13.6,5.95,9.03,7.09,0.4627,53120,53160,Mayenne,"Izé, Mayenne, France",0.226,-2.97,
Javron-les-Chapelles,1837,936,2815,963,385,1926,9.3,6.5,13.4,8.5,6.6,11.7,1400,660.5,2370.5,8.9,6.55,12.55,6.08,10.59,7.63,0.4528,53121,53250,Mayenne,"Javron-les-Chapelles, Mayenne, France",0.276,-3.45,
Jublains,2030,1563,3348,1199,480,2399,9.2,5.9,14,8.5,6.1,12.4,1614.5,1021.5,2873.5,8.85,6,13.2,5.44,8.51,6.58,0.4801,53122,53160,Mayenne,"Jublains, Mayenne, France",0.303,3.99,
Juvigné,2069,1169,2873,1337,535,2675,9.8,5.8,15.4,8,5.9,11.2,1703,852,2774,8.9,5.85,13.3,5.68,7.18,6.27,0.4602,53123,53380,Mayenne,"Juvigné, Mayenne, France",0.31,-8.52,
Prée-d'Anjou,1848,879,3446,1389,562,2157,10.2,6.7,16.4,9.2,7.4,14.3,1618.5,720.5,2801.5,9.7,7.05,15.35,6.62,7.95,7.19,0.5058,53124,53200,Mayenne,"Prée-d'Anjou, Mayenne, France",0.351,-3,
Landivy,1352,808,1972,1179,472,2358,9.5,6.2,14.1,7.8,6.2,11.6,1265.5,640,2165,8.65,6.2,12.85,8.43,7.94,8.20,0.4795,53125,53190,Mayenne,"Landivy, Mayenne, France",0.243,-4.1,
Larchamp,1905,1100,2664,1174,470,2348,10,5.9,15.8,8.7,6.4,12.3,1539.5,785,2506,9.35,6.15,14.05,6.30,8.89,7.29,0.4783,53126,53220,Mayenne,"Larchamp, Mayenne, France",0.256,-8.58,
Lassay-les-Châteaux,1912,992,3053,1255,502,2510,9.7,5.4,14.7,8,6.4,12.4,1583.5,747,2781.5,8.85,5.9,13.55,6.09,7.65,6.71,0.4737,53127,53110,Mayenne,"Lassay-les-Châteaux, Mayenne, France",0.286,-2.18,
Laubrières,2095,1297,2997,1391,556,2782,10.2,7,13.9,7.6,6.1,10.9,1743,926.5,2889.5,8.9,6.55,12.4,5.84,6.56,6.13,0.5646,53128,53540,Mayenne,"Laubrières, Mayenne, France",0.252,-8,
Launay-Villiers,2123,1397,3250,1732,693,2708,9.9,5.8,15.6,9,6.9,13.8,1927.5,1045,2979,9.45,6.35,14.7,5.60,6.24,5.88,0.3481,53129,53410,Mayenne,"Launay-Villiers, Mayenne, France",0.29,-7.25,
laval,2464,1453,3647,2155,1134,3498,10.9,7.2,18.2,11.8,8.5,16.2,2309.5,1293.5,3572.5,11.35,7.85,17.2,5.31,6.57,5.90,0.4632,53130,53000,Mayenne,"laval, Mayenne, France",0.438,-0.04,
Lesbois,1569,1190,2526,1125,450,2250,10.3,6.9,18,9.2,7.3,13.3,1347,820,2388,9.75,7.1,15.65,7.88,9.81,8.69,0.4694,53131,53120,Mayenne,"Lesbois, Mayenne, France",0.203,-5.15,
Levaré,1732,1289,2718,1091,522,2059,9.8,6.6,14.8,8.4,6.7,12.2,1411.5,905.5,2388.5,9.1,6.65,13.5,6.79,9.24,7.74,0.4273,53132,53120,Mayenne,"Levaré, Mayenne, France",0.193,-9.57,
Lignières-Orgères,1837,936,2806,1124,450,2248,9.9,5.5,15.3,8.1,6.9,12.7,1480.5,693,2527,9,6.2,14,6.47,8.65,7.29,0.4171,53133,53140,Mayenne,"Lignières-Orgères, Mayenne, France",0.233,-6.7,
Livet,2067,1434,3583,1444,578,2888,9.2,6.3,15.9,8.5,6.4,11.3,1755.5,1006,3235.5,8.85,6.35,13.6,5.34,7.06,6.05,0.4315,53134,53150,Mayenne,"Livet, Mayenne, France",0.27,26.35,
Livré-la-Touche,2192,1418,3712,1370,548,2741,10.2,6.9,16,8.7,6.8,11.7,1781,983,3226.5,9.45,6.85,13.85,5.58,7.62,6.37,0.5313,53135,53400,Mayenne,"Livré-la-Touche, Mayenne, France",0.279,-2.93,
Loigné-sur-Mayenne,1859,904,3419,1686,779,2436,10.8,8.8,17.1,10.5,7.6,12.8,1772.5,841.5,2927.5,10.65,8.2,14.95,6.97,7.47,7.21,0.493,53136,53200,Mayenne,"Loigné-sur-Mayenne, Mayenne, France",0.389,5.32,
Loiron-Ruillé,1997,1320,3523,1698,679,2739,10.3,7,16.7,8.7,6.9,11.6,1847.5,999.5,3131,9.5,6.95,14.15,6.19,6.15,6.17,0.4236,53137,53320,Mayenne,"Loiron-Ruillé, Mayenne, France",0.423,3.18,
Loupfougères,1828,1378,2991,1223,489,2446,9.4,6.4,16.2,8.2,6.9,11.4,1525.5,933.5,2718.5,8.8,6.65,13.8,6.17,8.05,6.92,0.4329,53139,53700,Mayenne,"Loupfougères, Mayenne, France",0.229,1.49,
Louverné,2615,2037,3556,1955,928,2785,11.1,7.9,15.2,10.7,8.4,13.8,2285,1482.5,3170.5,10.9,8.15,14.5,5.09,6.57,5.72,0.4096,53140,53950,Mayenne,"Louverné, Mayenne, France",0.43,2.77,
Louvigné,2126,1441,3505,1664,665,2425,9.9,6.8,16,8.9,7.1,13,1895,1053,2965,9.4,6.95,14.5,5.59,6.42,5.95,0.4774,53141,53210,Mayenne,"Louvigné, Mayenne, France",0.36,3.96,
Madré,1418,920,2553,1043,417,2086,9.6,6.2,13.4,8.6,6.4,13.9,1230.5,668.5,2319.5,9.1,6.3,13.65,8.12,9.89,8.87,0.3965,53142,53250,Mayenne,"Madré, Mayenne, France",0.227,-8.39,
Maisoncelles-du-Maine,1906,1153,3500,1634,709,2578,10.2,7,16.5,8.8,7,12.5,1770,931,3039,9.5,7,14.5,6.42,6.46,6.44,0.4968,53143,53170,Mayenne,"Maisoncelles-du-Maine, Mayenne, France",0.323,-2.49,
